vp;trial;pic;iti;blx;bly;blok
vpja52;1;6A;13827,4;968,5;608,9;1
vpja52;2;7B;13110,2;953,1;598,2;1
vpja52;3;15D;12476,3;964,8;607,1;1
vpja52;4;4A;13927,5;961,2;601,7;1
vpja52;5;26D;12926,8;962,3;605,8;1
vpja52;6;12C;12709,8;960,6;600,9;1
vpja52;7;2A;12142,8;956,8;611,4;1
vpja52;8;21C;12426,3;960,2;608,1;1
vpja52;9;16B;13644;963,3;604;1
vpja52;10;11C;14077,6;957,2;614,4;1
vpja52;11;22C;13744;951,6;612,4;1
vpja52;12;18D;14094,3;955,4;605,4;1
vpja52;13;1B;13393,8;971,220996441281;603,089323843416;1
vpja52;14;3B;13860,7;974;602;1
vpja52;15;13D;13176,9;959;596,9;1
vpja52;16;24C;13477,2;962,8;614,5;1
vpja52;17;20D;12242,8;964,3;605,6;1
vpja52;18;8B;12593,2;955,8;616,7;1
vpja52;19;25C;12192,8;961,1;614,4;1
vpja52;20;5D;12826,6;963,5;604,3;1
vpja52;21;10C;12443,1;965,403460207612;604,581660899654;1
vpja52;22;17B;12426,3;962,5;605,1;1
vpja52;23;9B;13110,2;961;597,9;1
vpja52;24;23B;13844,1;957,4;602,1;1
vpja52;25;19A;12876,7;957,2;604,7;1
vpja52;26;14B;0;964,675800711744;604,926334519573;1
