vp;trial;pic;iti;blx;bly;blok
vpja28;1;11A;12592,6;970,774157303371;571,698876404494;1
vpja28;2;5B;12592,7;968,75121148411;560,800108810554;0
vpja28;3;7B;12592,7;964,1;563,1;1
vpja28;4;15D;13977;973,3;563;1
vpja28;5;3B;12692,8;976,9;577,5;1
vpja28;6;17C;12442,5;968,75121148411;560,800108810554;0
vpja28;7;13D;13993,8;966,6;560,6;1
vpja28;8;21A;12575,9;978,8;555,8;1
vpja28;9;25C;13810,3;967;546,2;1
vpja28;10;19C;13543,4;962,079584775086;561,250865051903;1
vpja28;11;1B;13843,6;965;561,7;1
vpja28;12;2B;13176,4;963,2;566,4;1
vpja28;13;14B;13443,3;975,8;540,7;1
vpja28;14;10C;13760,2;967,9;558,7;1
vpja28;15;23C;12242,4;960,2;570,4;1
vpja28;16;12D;12943;971,1;562,2;1
vpja28;17;18B;13643,4;965,3;547,9;1
vpja28;18;9D;13343,3;976,6;553;1
vpja28;19;8D;12125,6;972,7;556,7;1
vpja28;20;6D;12275,8;968,981818181818;560,527272727273;1
vpja28;21;20B;12859,6;976,2;552,7;1
vpja28;22;22D;14077,1;970,7;564,6;1
vpja28;23;16C;13493,3;967,993515358362;548,725597269625;1
vpja28;24;24A;12209,1;964,7;578,8;1
vpja28;25;4D;12826,2;961,8;581,5;1
vpja28;26;26D;0;962,3;555,5;1
