vp;trial;pic;iti;blx;bly;blok
vpja45;1;13C;12926,3;982,4;602,3;1
vpja45;2;25A;12159;983,8;607,2;1
vpja45;3;18D;13543,3;965,5;617,9;1
vpja45;4;3C;12859,6;995,593793103448;612,427586206897;1
vpja45;5;17B;13643,4;994,1;605,4;1
vpja45;6;22C;13376,6;998,372413793103;610,318965517241;1
vpja45;7;2A;13576,7;982,1;612,2;1
vpja45;8;21C;13960,3;997,9;616,3;1
vpja45;9;1A;13776,9;998,5;615,7;1
vpja45;10;9B;14143,8;996,4;610,5;1
vpja45;11;6C;12626,1;966,7;614,7;1
vpja45;12;5A;13977;963,6;591,9;1
vpja45;13;14C;13376,6;973,2;629,7;1
vpja45;14;10B;13710,1;995,050378787879;590,595833333333;1
vpja45;15;24A;13726,9;984,146433411905;616,544719641597;0
vpja45;16;11D;12259;987;631,1;1
vpja45;17;12C;13776,9;972,1;640,3;1
vpja45;18;15D;13676,8;979,9;638,2;1
vpja45;19;7C;12926,3;968,429963898917;621,789891696751;1
vpja45;20;26D;12309,1;972,8;626,7;1
vpja45;21;19D;14060,4;978,6;616,1;1
vpja45;22;16D;13226,5;978,2;618,7;1
vpja45;23;20D;13460;987,7;622,2;1
vpja45;24;8B;13126,3;1001,2;633,6;1
vpja45;25;23D;12809,5;983,5;618,4;1
vpja45;26;4D;0;1001,01428571429;609,385714285714;1
