vp;trial;pic;iti;blx;bly;blok
vpja89;1;20B;13726,9;939,259853673724;647,647089041096;0
vpja89;2;18C;12509,3;939,259853673724;647,647089041096;0
vpja89;3;8D;12392,5;951,5;640,6;1
vpja89;4;13D;13643,5;952;650,5;1
vpja89;5;26D;13226,5;944,4;648,2;1
vpja89;6;7B;12742,8;939,259853673724;647,647089041096;0
vpja89;7;1B;13610,1;939,2;636,8;1
vpja89;8;9C;13259,9;945,8;643;1
vpja89;9;12A;13593,4;938,4;647,2;1
vpja89;10;2C;12609,4;937,6;640,5;1
vpja89;11;21A;13276,5;932,4;642,7;1
vpja89;12;24D;12559,3;930,5;654,2;1
vpja89;13;17D;13226,5;936,1;652,2;1
vpja89;14;16C;13843,7;936,7;643;1
vpja89;15;11D;13593,4;932,3;650,7;1
vpja89;16;25D;13176,5;950,8;649,2;1
vpja89;17;22B;13293,2;929,8;651,4;1
vpja89;18;4A;12292,4;936,8;644,1;1
vpja89;19;23D;12242,5;926,8;646,7;1
vpja89;20;15B;13526,7;939;648,4;1
vpja89;21;3B;12642,7;931,3;653,8;1
vpja89;22;10D;12192,4;939,259853673724;647,647089041096;0
vpja89;23;6D;12876,3;951,116780821918;645,53595890411;1
vpja89;24;19A;12425,9;953,7;655;1
vpja89;25;5D;13276,5;930,6;658;1
vpja89;26;14B;0;936,9;646,5;1
