vp;trial;pic;iti;blx;bly;blok
vpja73;1;8C;13326,7;961,2;585;1
vpja73;2;25D;13026,5;963,5;590,3;1
vpja73;3;1B;13143,2;958,2;587,9;1
vpja73;4;9A;13209,9;969,5;585,9;1
vpja73;5;16B;12142,5;961,1;590,1;1
vpja73;6;17B;13476,8;960,7;599,6;1
vpja73;7;19A;14110,7;977,5;595,6;1
vpja73;8;24D;12392,6;960,903571428571;592,107142857143;1
vpja73;9;26D;12459,4;953,1;587,9;1
vpja73;10;7B;12609,5;955,8;587,8;1
vpja73;11;23B;13710,3;960;586,8;1
vpja73;12;5D;12142,5;977,5;582,7;1
vpja73;13;11D;13626,9;956,7;585,1;1
vpja73;14;22C;13727;964,3;588;1
vpja73;15;18A;13810,4;973,9;591,2;1
vpja73;16;13C;12426,1;962,3;588,6;1
vpja73;17;10A;12392,6;960,639393939394;595,181818181818;1
vpja73;18;4A;13160;972,715;582,338571428571;1
vpja73;19;3C;13576,8;978,8;584,1;1
vpja73;20;6A;13693,7;979,3;581,6;1
vpja73;21;12D;12509,4;964,6;592,3;1
vpja73;22;15A;13260;971,2;588,7;1
vpja73;23;14C;12509,4;964;592,6;1
vpja73;24;21B;13843,8;961,7;591,5;1
vpja73;25;2D;12659,5;970,1;595,7;1
vpja73;26;20B;0;963,3;594,7;1
