vp;trial;pic;iti;blx;bly;blok
vpja15;1;12B;13343,1;971,4;598,8;1
vpja15;2;26D;13443,2;979,787096774194;572,216129032258;1
vpja15;3;20B;13376,5;963,271936758893;590,758893280632;1
vpja15;4;10A;13393,1;959,2;591,7;1
vpja15;5;21C;13359,8;958,76265060241;595,359036144578;1
vpja15;6;7D;14093,7;957,8;585,3;1
vpja15;7;5D;13776,8;951,2;556,2;1
vpja15;8;1B;13309,7;942;579,9;1
vpja15;9;13B;13643,4;938,1;584,9;1
vpja15;10;22B;14077;933,379930795848;576,759515570934;1
vpja15;11;3A;13493,2;935,855789473684;579,695789473684;1
vpja15;12;16D;12492,5;964,455;581,909285714286;1
vpja15;13;19C;12158,9;981,9;591,7;1
vpja15;14;8A;13076,3;970,7;604,2;1
vpja15;15;25D;14077;980,647441860465;620,8;1
vpja15;16;6C;12742,7;963,334812286689;638,845392491468;1
vpja15;17;15D;13843,4;976,1;593,9;1
vpja15;18;17B;14027;951,8;615,7;1
vpja15;19;4C;13076,3;960,6;623;1
vpja15;20;11D;12625,9;947,6;629,6;1
vpja15;21;14B;13509,9;954,084293193717;615,360732984293;1
vpja15;22;18A;13193;954,5;617,8;1
vpja15;23;9B;13076,3;937,808333333333;622,95;1
vpja15;24;2A;13660;959,2;628,9;1
vpja15;25;23A;12125,5;954,6;630;1
vpja15;26;24D;0;937,5;637,2;1
