vp;trial;pic;iti;blx;bly;blok
vpja31;1;3C;14057,7;966,5;569,3;1
vpja31;2;7D;12161,4;946,508437317703;578,294317715378;0
vpja31;3;20D;12876,1;945,5;577,3;1
vpja31;4;6C;12459,1;959,2;555,9;1
vpja31;5;9D;13193;957,1;582;1
vpja31;6;26C;13226,3;956,2;595,6;1
vpja31;7;14A;13443,1;944,270818505338;590,95231316726;1
vpja31;8;21A;12992,9;960,1;554;1
vpja31;9;16C;13609,9;947,4;575,1;1
vpja31;10;13D;13960,2;943,7;564,1;1
vpja31;11;2C;13509,8;947,5;591,2;1
vpja31;12;18C;13059,6;939,3;581;1
vpja31;13;17C;13209,6;946,5;569,8;1
vpja31;14;5A;12859,4;949,4;577,5;1
vpja31;15;24A;12876,1;945,1;593;1
vpja31;16;25C;12959,5;958,6;569,8;1
vpja31;17;4C;12775,9;947,6;580,6;1
vpja31;18;12C;13493,2;935;601;1
vpja31;19;22A;13443,2;944,6;581;1
vpja31;20;11A;13393,1;939,6;583,1;1
vpja31;21;23C;12926,1;941,652961672474;572,991289198606;1
vpja31;22;15C;13693,3;946,50206185567;552,52852233677;1
vpja31;23;10D;12892,8;938,8;587,5;1
vpja31;24;1A;13176,3;933,485090909091;570,685818181818;1
vpja31;25;8B;13393,1;933,9;588;1
vpja31;26;19C;0;935,2;593,4;1
