vp;trial;pic;iti;blx;bly;blok
vpja47;1;17B;13043;962,5;597,4;1
vpja47;2;5A;12259,1;954,7;595,4;1
vpja47;3;9D;12259,1;963,737196424043;598,058172343241;0
vpja47;4;4D;13026,3;957,777064220183;582,855963302752;1
vpja47;5;10B;13510;965;593,1;1
vpja47;6;20A;13760,2;969,041317365269;599,280239520958;1
vpja47;7;16B;13827;963,6;607,2;1
vpja47;8;1A;14077,1;964,5;599,9;1
vpja47;9;12B;12692,7;954,782608695652;593,795652173913;1
vpja47;10;25C;12826,2;967,5;597,8;1
vpja47;11;21D;13009,7;967,7;600;1
vpja47;12;6B;13193,1;953,8;604,3;1
vpja47;13;14C;13359,9;966,331958762887;593,785567010309;1
vpja47;14;2A;13726,8;962,8;603,3;1
vpja47;15;22A;13026,4;962,4;604,6;1
vpja47;16;24C;12792,8;963,1;590,4;1
vpja47;17;19A;12342,5;961,5;586,8;1
vpja47;18;3B;13343,2;967,248070175438;602,852631578947;1
vpja47;19;11D;13510,1;970,3;605,8;1
vpja47;20;18B;12559,3;964,8;589,2;1
vpja47;21;13D;12709,4;963,9;597,1;1
vpja47;22;8D;13560,1;969,016723549488;593,129010238908;1
vpja47;23;7A;13243,1;961,9;601,2;1
vpja47;24;23C;14077,1;972,732167832168;603,455244755245;1
vpja47;25;15A;14110,5;960,6;598,1;1
vpja47;26;26B;0;965,9;610,7;1
