vp;trial;pic;iti;blx;bly;blok
vpja76;1;23A;12192,5;941,3;597,2;1
vpja76;2;5C;13293,4;948,8;598,7;1
vpja76;3;12B;13593,6;931,4;599,3;1
vpja76;4;16B;13676,9;958,3;602,4;1
vpja76;5;18D;12209,2;945,8;613,3;1
vpja76;6;17A;12859,7;932;599,4;1
vpja76;7;19D;13843,8;961,3;615,3;1
vpja76;8;11D;13493,5;947,2;599,9;1
vpja76;9;1A;12526,1;960,7;608,1;1
vpja76;10;6C;12859,7;931,3;590,9;1
vpja76;11;26A;13360,1;937,1;607,7;1
vpja76;12;7D;13510,1;938,409540636042;608,284098939929;1
vpja76;13;3A;12342,7;943,710104529617;607,51393728223;1
vpja76;14;14A;13560,2;943,1;604,7;1
vpja76;15;22A;12325,9;926,003787878788;603,724242424242;1
vpja76;16;2D;12175,9;945,822253494477;603,102823648697;0
vpja76;17;4D;12592,8;949,1;615;1
vpja76;18;13C;12326;945,822253494477;603,102823648697;0
vpja76;19;25D;13360;933,423741007194;592,655035971223;1
vpja76;20;9A;13727;945,822253494477;603,102823648697;0
vpja76;21;10D;13109,9;958,4;597,7;1
vpja76;22;24B;13977,2;941;610,5;1
vpja76;23;21A;12976,5;960,342402826855;593,08480565371;1
vpja76;24;8A;12859,7;961;601,2;1
vpja76;25;20B;12142,4;958,4;601,7;1
vpja76;26;15A;0;945,822253494477;603,102823648697;0
