vp;trial;pic;iti;blx;bly;blok
vpja81;1;19A;12709,4;967,9;618,4;1
vpja81;2;15C;13593,4;965,5;616,1;1
vpja81;3;8C;13977;965,5;613,6;1
vpja81;4;22D;13693,4;959,4;613,3;1
vpja81;5;24A;13443,3;964,1;607,9;1
vpja81;6;12A;12509,3;953,4;608,6;1
vpja81;7;13A;12342,4;958;616,3;1
vpja81;8;17D;13876,9;963,4;604,2;1
vpja81;9;16C;12409,2;955,6;600,3;1
vpja81;10;1A;13276,5;963,5;608,2;1
vpja81;11;11C;12192,3;960;602,8;1
vpja81;12;5D;13876,9;963,3;618;1
vpja81;13;2D;12692,8;958,8;602,8;1
vpja81;14;20B;12976,2;961,8;609,2;1
vpja81;15;7A;12192,4;952,2;607,7;1
vpja81;16;25D;12342,4;955,9;604,1;1
vpja81;17;26C;13159,8;955,9;604,8;1
vpja81;18;10D;13159,7;961,6;601,3;1
vpja81;19;14D;13459,9;958,1;601,6;1
vpja81;20;6C;12759,5;953,9;609,4;1
vpja81;21;4D;13543,3;947,9;614,8;1
vpja81;22;9A;12976,3;955,2;612;1
vpja81;23;18B;13826,8;958,4;603,4;1
vpja81;24;3A;12942,9;951,7;605,5;1
vpja81;25;21B;12309,1;952;605,9;1
vpja81;26;23C;0;954,9;606,6;1
