vp;trial;pic;iti;blx;bly;blok
vpja24;1;15A;12826,2;962,3;586,4;1
vpja24;2;17A;13243,1;970,925684931507;560,341438356164;1
vpja24;3;22B;13977,1;965,8;546;1
vpja24;4;5C;12209;958;561,3;1
vpja24;5;25D;12292,5;958,6;579,2;1
vpja24;6;3A;12542,6;965,7;570,3;1
vpja24;7;12B;12559,3;976,450170648464;542,207508532423;1
vpja24;8;11B;12659,4;947,8;593,5;1
vpja24;9;8C;14027,1;974;605,4;1
vpja24;10;16A;12892,9;946,1;587,9;1
vpja24;11;18D;14093,8;961;576;1
vpja24;12;13A;13243,2;962,4;569;1
vpja24;13;24C;13126,4;953,6;588,6;1
vpja24;14;14D;14077,1;958,905119453925;572,877133105802;1
vpja24;15;4A;12676,1;949,788888888889;585,733333333333;1
vpja24;16;9A;12325,8;960,1;587,1;1
vpja24;17;1A;12342,5;946,96106870229;609,692366412214;1
vpja24;18;19D;12926,2;964,1;595,8;1
vpja24;19;10A;13710,2;977,134615384615;614,213461538462;1
vpja24;20;7A;12826,2;953,8;592,3;1
vpja24;21;2A;13943,7;960,052595155709;585,98339100346;1
vpja24;22;23B;12142,3;960,318150684932;592,459589041096;1
vpja24;23;21A;14127,2;956,388477366255;609,691358024691;1
vpja24;24;26A;12259,1;979,6;588,1;1
vpja24;25;6C;13376,5;966,7;602,5;1
vpja24;26;20B;0;971,2;595,1;1
