vp;trial;pic;iti;blx;bly;blok
vpja67;1;19D;12175,7;967;609,6;1
vpja67;2;13D;12509,3;973,3;627,8;1
vpja67;3;25B;13326,5;980,4;624,4;1
vpja67;4;7B;13426,6;958,1;618,3;1
vpja67;5;20B;13943,7;966,3;619,6;1
vpja67;6;8C;13126,4;973,7;627,2;1
vpja67;7;16D;12909,6;980,3;680,2;1
vpja67;8;14D;12826,2;975,6;678,9;1
vpja67;9;5B;13626,7;971,357545626722;636,315944903581;0
vpja67;10;26D;13326,6;977,4;617,5;1
vpja67;11;15C;13510;964,7;632;1
vpja67;12;24C;14027,1;962,9;627,6;1
vpja67;13;12B;13610,1;972,1;631,6;1
vpja67;14;21D;13877;970,2;633,4;1
vpja67;15;4D;13043;967,011458333333;657,833333333333;1
vpja67;16;23C;12942,9;971;621,2;1
vpja67;17;3C;12926,3;970,4;672,7;1
vpja67;18;2B;13326,5;971,357545626722;636,315944903581;0
vpja67;19;18D;12259,1;972,8;624,5;1
vpja67;20;11D;13293,2;965,2;659,3;1
vpja67;21;10D;13076,4;974,8;623,8;1
vpja67;22;9B;13643,4;967,5;621,4;1
vpja67;23;1C;13676,9;974,8;664,8;1
vpja67;24;17D;13560;971,357545626722;636,315944903581;0
vpja67;25;6A;12492,6;984,354545454545;625,317454545455;1
vpja67;26;22A;0;971,357545626722;636,315944903581;0
