vp;trial;pic;iti;blx;bly;blok
vpja59;1;18C;13660,7;984,1;584,2;1
vpja59;2;8D;12793,3;990,3;571,2;1
vpja59;3;13B;14060,9;983,1;577,3;1
vpja59;4;3D;12793,3;966;590,4;1
vpja59;5;14B;12643,2;991,1;571,9;1
vpja59;6;26D;13160,3;984,9;591;1
vpja59;7;20B;12509,7;981,4;583,3;1
vpja59;8;1A;12676,6;992,5;574,1;1
vpja59;9;16B;12960,1;961,6;595,9;1
vpja59;10;6C;12743,2;968,9;590,1;1
vpja59;11;19A;13894,2;966,1;584,3;1
vpja59;12;9D;13977,5;965,4;610;1
vpja59;13;21A;12843,4;973,5;582,7;1
vpja59;14;5B;12426,3;984,3;576,8;1
vpja59;15;25B;12810;971,8;588,5;1
vpja59;16;12D;13960,9;984,5;576,4;1
vpja59;17;17B;13593,9;978,8;603,5;1
vpja59;18;23D;14044,3;980,5;587,4;1
vpja59;19;4A;13043,5;976,620802919708;592,75802919708;1
vpja59;20;11C;12126,1;968,4;604,6;1
vpja59;21;15B;13327;978,6;596,4;1
vpja59;22;22C;13627,3;973,468421052632;599,905263157895;1
vpja59;23;24A;13210,3;983,3;592,4;1
vpja59;24;7B;13960,9;970,313148788927;603,334948096886;1
vpja59;25;2C;12192,8;966,574060150376;592,777067669173;1
vpja59;26;10A;0;980;601,9;1
