vp;trial;pic;iti;blx;bly;blok
vpja74;1;14B;12416,1;961,5;592,5;1
vpja74;2;18D;13093,2;971,526215715968;573,451876156823;0
vpja74;3;4D;12959,8;971,526215715968;573,451876156823;0
vpja74;4;24D;13493,5;976,9;563,9;1
vpja74;5;7D;12876,4;968,7;572;1
vpja74;6;19C;13376,7;962;568,7;1
vpja74;7;22D;13543,6;971,526215715968;573,451876156823;0
vpja74;8;15A;13460,1;980,5;565;1
vpja74;9;23A;12609,5;965,7;574,7;1
vpja74;10;17A;13510,2;954,5;581,3;1
vpja74;11;26B;13376,8;958,5;569,4;1
vpja74;12;21D;12392,6;979,3;553,4;1
vpja74;13;10C;12275,9;972;565,8;1
vpja74;14;6C;12192,6;971;577,7;1
vpja74;15;13A;13043,1;971,526215715968;573,451876156823;0
vpja74;16;11C;12976,5;986,5;587;1
vpja74;17;2C;13910,4;971,526215715968;573,451876156823;0
vpja74;18;12C;13877,2;990,6;563,8;1
vpja74;19;20C;12192,5;984,5;584,7;1
vpja74;20;16A;13443,5;984,8;583,7;1
vpja74;21;25B;13043,1;942,6;580,2;1
vpja74;22;1D;13710,4;974,3;576,2;1
vpja74;23;8B;12726,2;970,7;559,8;1
vpja74;24;3A;13993,9;963,250530035336;574,389399293286;1
vpja74;25;9C;12325,9;969;574,4;1
vpja74;26;5D;0;985,2;573,9;1
