vp;trial;pic;iti;blx;bly;blok
vpja21;1;16A;13009,7;956,3;604;1
vpja21;2;17A;12709,4;959,077536231884;605,604347826087;1
vpja21;3;23C;13543,4;968,6;609,8;1
vpja21;4;13A;12475,9;968,6;606,3;1
vpja21;5;10D;12175,7;961,8;601,4;1
vpja21;6;2C;12626;961,513832834279;606,07500259228;0
vpja21;7;14B;13643,5;960,6;604,6;1
vpja21;8;11A;12692,7;964,4;606,2;1
vpja21;9;8D;12776,2;970,4;611,4;1
vpja21;10;5B;12559,3;961,6;608,9;1
vpja21;11;25C;13009,6;966,2;604,8;1
vpja21;12;1C;13143,1;961,513832834279;606,07500259228;0
vpja21;13;21A;12709,4;961,513832834279;606,07500259228;0
vpja21;14;22D;13176,5;965,8;602,7;1
vpja21;15;18B;12892,9;956,4;609,7;1
vpja21;16;9B;12492,6;962,7;602,4;1
vpja21;17;26B;12659,4;959,2;604,1;1
vpja21;18;7D;12509,3;954;605,7;1
vpja21;19;15C;13660,1;962,2;608,6;1
vpja21;20;4C;14093,8;953,892086330935;602,88417266187;1
vpja21;21;24B;13259,8;957,905357142857;606,121428571429;1
vpja21;22;12B;12392,6;961,513832834279;606,07500259228;0
vpja21;23;6B;13043;966,538297872341;602,689361702128;1
vpja21;24;3A;13359,9;955,791044776119;602,350746268657;1
vpja21;25;19C;13893,6;964,1;610,4;1
vpja21;26;20C;0;957,2;613;1
