vp;trial;pic;iti;blx;bly;blok
vpja26;1;12A;12359,1;973,7;618;1
vpja26;2;16B;13009,7;966,8;583,6;1
vpja26;3;1B;12609,3;962,803676470588;597,51875;1
vpja26;4;10D;12359,2;977,2;604,4;1
vpja26;5;20C;13093;967,9;586,1;1
vpja26;6;18D;13243,2;976,2;598,2;1
vpja26;7;7A;12742,8;970,3;596,3;1
vpja26;8;19D;13159,8;963,3;597,3;1
vpja26;9;8C;14093,7;969,2;605,9;1
vpja26;10;3A;12325,9;972,238129496403;613,171223021583;1
vpja26;11;21B;12692,7;981,7;600,3;1
vpja26;12;9A;13143,1;977,6;604,6;1
vpja26;13;11C;12609,4;968,1;594,6;1
vpja26;14;17B;13526,7;967,924841636351;599,489610103235;0
vpja26;15;23A;12292,4;961,3;596,2;1
vpja26;16;6C;13977,1;969,9;592,8;1
vpja26;17;22B;12475,9;962,5;600,7;1
vpja26;18;2A;14027,1;968;601,3;1
vpja26;19;5C;13409,9;972,6;605,9;1
vpja26;20;13A;12459,3;958,2;597,7;1
vpja26;21;26D;13393,2;964;597,9;1
vpja26;22;4A;13393,3;967,7;589,5;1
vpja26;23;25B;12993;967,924841636351;599,489610103235;0
vpja26;24;24C;13510;964,5;599,9;1
vpja26;25;14D;12709,4;962;610,5;1
vpja26;26;15D;0;952,454393305439;595,360669456067;1
