vp;trial;pic;iti;blx;bly;blok
vpja96;1;5A;13863;962,5;584,5;1
vpja96;2;9B;12692,7;971,8;578,2;1
vpja96;3;6A;12859,6;972,3;581,5;1
vpja96;4;26B;12175,7;976,8;578,3;1
vpja96;5;7C;12242,5;978,5;584,6;1
vpja96;6;2A;13826,9;989,6;590,8;1
vpja96;7;25C;12842,9;976,6;584,2;1
vpja96;8;10D;12676,1;990,1;576,5;1
vpja96;9;15B;12592,7;987,1;583,9;1
vpja96;10;21A;12325,8;979,6;593,6;1
vpja96;11;4A;13443,3;980,6;585,5;1
vpja96;12;19C;12392,6;974,8;586,9;1
vpja96;13;22D;13476,7;970,4;587,1;1
vpja96;14;1C;12325,8;984;584,2;1
vpja96;15;11D;12993;968,7;584,1;1
vpja96;16;12D;12425,9;981,7;580,3;1
vpja96;17;18D;13643,5;977,8;592,4;1
vpja96;18;14D;12325,8;982,6;582,5;1
vpja96;19;24C;13093,1;976,6;594,8;1
vpja96;20;23D;14110,5;975;580,8;1
vpja96;21;8A;12392,5;978,8;589,1;1
vpja96;22;20B;12976,3;978,8;587,2;1
vpja96;23;3C;12659,5;981,6;586,1;1
vpja96;24;16D;13960,3;988;583,4;1
vpja96;25;17B;12492,7;986,1;584,8;1
vpja96;26;13B;0;978,816;585,012;0
