vp;trial;pic;iti;blx;bly;blok
vpja56;1;17C;12810;957,6;579,6;1
vpja56;2;13C;12893,4;945,9;590,4;1
vpja56;3;15B;12176,2;947,154861111111;591,002083333333;1
vpja56;4;4C;12643,1;956,5;607,1;1
vpja56;5;21D;13126,9;960,7;603;1
vpja56;6;8C;13877,5;948,2;567,2;1
vpja56;7;25D;12793,3;960,5;583,8;1
vpja56;8;18D;12993,5;947,1;613,7;1
vpja56;9;19B;13310,3;943,324257092275;608,837738781779;0
vpja56;10;6D;12293;943,324257092275;608,837738781779;0
vpja56;11;10A;13076,8;943,324257092275;608,837738781779;0
vpja56;12;12B;14061;940,2;609,9;1
vpja56;13;11B;12626,5;939,1;605,3;1
vpja56;14;3D;12543,1;917,65905511811;599,536220472441;1
vpja56;15;9B;13760,7;950,804545454545;593,35944055944;1
vpja56;16;22A;14010,9;932,41519434629;617,832508833922;1
vpja56;17;16B;13293,7;938,3;615,7;1
vpja56;18;2C;14111;943,324257092275;608,837738781779;0
vpja56;19;24C;12159,5;938,4;619,2;1
vpja56;20;7C;12810;941,8;616,2;1
vpja56;21;26D;12676,5;947,1;615,9;1
vpja56;22;5C;13360,4;926,9;624,4;1
vpja56;23;20A;12209,5;948,7;638,9;1
vpja56;24;23D;13026,8;933,8;629,4;1
vpja56;25;1B;12626,6;931,7;636,5;1
vpja56;26;14B;0;942,6;636,5;1
