vp;trial;pic;iti;blx;bly;blok
vpja87;1;23C;13283,3;929;593,2;1
vpja87;2;16A;13209,8;938,2;596,4;1
vpja87;3;9C;13143,1;931,5;592;1
vpja87;4;15C;13193,1;939,5;596,1;1
vpja87;5;1C;14093,8;941,213514406556;592,755159925985;0
vpja87;6;4B;12359,1;945,2;594,6;1
vpja87;7;17C;13560,1;940,5;591,9;1
vpja87;8;24A;12909,6;946,3;596,1;1
vpja87;9;10A;12976,3;943,9;587,5;1
vpja87;10;8B;13710,2;944,9;590;1
vpja87;11;12D;13893,6;940,3;590,4;1
vpja87;12;25B;12842,9;943,5;589;1
vpja87;13;19A;13610,1;947,2;590,7;1
vpja87;14;13C;12659,4;948;592,3;1
vpja87;15;11C;13076,4;941,1;595,9;1
vpja87;16;14C;13626,8;935,4;591,9;1
vpja87;17;22C;13760,2;940,4;590;1
vpja87;18;5B;12592,7;933,6;589;1
vpja87;19;26B;14027,1;945,1;598;1
vpja87;20;20D;12459,3;947,7;591,8;1
vpja87;21;2A;13293,2;942,247422680412;599,148453608247;1
vpja87;22;18C;12526;938,876923076923;594,375384615385;1
vpja87;23;6D;12325,8;939,6;584,5;1
vpja87;24;21B;12309,2;953;595,4;1
vpja87;25;7B;14110,5;941,213514406556;592,755159925985;0
vpja87;26;3B;0;934,1;595,9;1
