vp;trial;pic;iti;blx;bly;blok
vpja65;1;17C;13159,7;965,1;619,5;1
vpja65;2;14A;13910,4;993,1;622,5;1
vpja65;3;19D;12642,7;984,4;631,2;1
vpja65;4;7D;12559,3;974,3;638,8;1
vpja65;5;16B;12342,5;961,2;679;1
vpja65;6;2B;13426,6;976,9;648,6;1
vpja65;7;24D;13626,8;979;658,1;1
vpja65;8;22C;13043;991,2;621;1
vpja65;9;15C;13776,9;986,1;601,9;1
vpja65;10;20C;13059,7;982;600,5;1
vpja65;11;4C;12159;997,7;606;1
vpja65;12;1C;12976,3;998,7;591,1;1
vpja65;13;8D;13760,2;978,791666666667;622,970833333333;0
vpja65;14;21D;13710,2;984,1;630,4;1
vpja65;15;12B;14110,5;988,2;613,2;1
vpja65;16;9A;13393,2;978,791666666667;622,970833333333;0
vpja65;17;5D;12592,7;970,9;620,1;1
vpja65;18;10A;14043,8;973,5;595,6;1
vpja65;19;6C;13593,4;990,1;628;1
vpja65;20;26C;13143,1;988;618,5;1
vpja65;21;18B;13059,7;967,9;626,1;1
vpja65;22;23B;14060,4;964,1;634,5;1
vpja65;23;13A;12742,8;967,6;602,5;1
vpja65;24;25A;12492,6;953;668,3;1
vpja65;25;11D;13610,1;974,3;603,6;1
vpja65;26;3A;0;979,6;592,3;1
