vp;trial;pic;iti;blx;bly;blok
vpja37;1;24B;13009,6;959,1;592,7;1
vpja37;2;4D;13776,8;970,933203499364;590,248500865732;0
vpja37;3;21D;12259;973,6;595,9;1
vpja37;4;25B;12909,5;973,837410071942;584,61690647482;1
vpja37;5;16A;12359,1;973,776288659794;608,782474226804;1
vpja37;6;10B;13693,4;954;605,4;1
vpja37;7;13B;13543,3;975,4;589,6;1
vpja37;8;3D;12475,8;963,9;584,6;1
vpja37;9;18D;13276,5;985,078947368421;574,964912280702;1
vpja37;10;20B;12659,3;970,933203499364;590,248500865732;0
vpja37;11;15C;14077;987,6;582,8;1
vpja37;12;12A;13443,2;961,142652329749;606,914695340502;1
vpja37;13;5A;14060,4;962,7;599,8;1
vpja37;14;23C;12892,8;970,933203499364;590,248500865732;0
vpja37;15;14D;13226,4;973,3;585,8;1
vpja37;16;7B;12942,8;981,305357142857;582,969642857143;1
vpja37;17;6A;12392,5;985,1;575,2;1
vpja37;18;2D;12325,7;969,138628158845;593,29963898917;1
vpja37;19;26C;13510;971,465156794425;586,566898954704;1
vpja37;20;1B;12592,6;968,8;602,2;1
vpja37;21;8C;13026,2;967,756428571429;587,948571428571;1
vpja37;22;22C;13209,8;973,7;574,6;1
vpja37;23;9C;12509,2;954,85;568,95;1
vpja37;24;17B;12559,2;968,8;594,4;1
vpja37;25;11D;12726;969,8;602;1
vpja37;26;19C;0;977,3128113879;595,701779359431;1
