vp;trial;pic;iti;blx;bly;blok
vpja34;1;24A;12375,7;967,4;586,7;1
vpja34;2;23A;12959,6;980,3;576,5;1
vpja34;3;26B;13893,5;971,4;586,7;1
vpja34;4;7C;12692,7;968,9;580,7;1
vpja34;5;14A;13326,5;1156,7;1026;1
vpja34;6;10C;12325,7;1080,7;1169,2;1
vpja34;7;6B;12342,5;1035,4;921,7;1
vpja34;8;17D;12175,6;968;559,2;1
vpja34;9;19B;12158,9;1173,7;726,5;1
vpja34;10;25D;14110,4;1091,2;939,2;1
vpja34;11;11D;13443,3;1184,2;1029,1;1
vpja34;12;2A;13459,9;1194,3;971,9;1
vpja34;13;21C;12392,4;1040,33343907373;735,399912743252;0
vpja34;14;13A;13593,4;1124,3;967,6;1
vpja34;15;3A;13293,1;984,615637860082;622,659259259259;1
vpja34;16;18B;12859,5;1209,42033898305;864,538559322034;1
vpja34;17;15C;12425,8;950;448,7;1
vpja34;18;9C;13426,5;971,5;616,1;1
vpja34;19;4A;13826,9;962,4;608,2;1
vpja34;20;12D;12692,7;940,7;616,9;1
vpja34;21;1B;13559,9;951,1;594,1;1
vpja34;22;22D;12826,2;1245,2;967,5;1
vpja34;23;16B;13610;970,2;609,3;1
vpja34;24;5C;13159,7;995,2;616;1
vpja34;25;8A;12275,7;959,8;588,7;1
vpja34;26;20D;0;971,7;591,3;1
