vp;trial;pic;iti;blx;bly;blok
vpja71;1;16A;13443,5;991,026714801444;601,497472924188;1
vpja71;2;15A;13960,5;987,4;609,1;1
vpja71;3;7B;12959,8;987,1;603,6;1
vpja71;4;11B;12309,2;993,861132075472;617,524905660377;1
vpja71;5;19A;14094;993,8;613,9;1
vpja71;6;3C;12526,1;993,3;606;1
vpja71;7;8C;13193,3;993,3;626,5;1
vpja71;8;14A;13209,9;983;619;1
vpja71;9;9B;14027,3;1000,3;613,8;1
vpja71;10;20B;12759,6;1002,3;621,1;1
vpja71;11;13D;13643,6;1007,1;608,7;1
vpja71;12;12A;12759,6;996;607,3;1
vpja71;13;18D;13326,7;997,3;601,8;1
vpja71;14;25C;13193,3;998,6;617,6;1
vpja71;15;22B;12576,1;977,3;605,6;1
vpja71;16;2A;12676,3;999;608,2;1
vpja71;17;5C;12893;988,4;607,6;1
vpja71;18;1D;13710,3;981,2;615,4;1
vpja71;19;23B;12309,3;1011,9;613,9;1
vpja71;20;26C;13510,2;981,5;601,4;1
vpja71;21;4B;13760,4;985,7;604,6;1
vpja71;22;17D;12809,6;994,767142857143;606,943571428571;1
vpja71;23;24C;12259,2;995,1;611,8;1
vpja71;24;21B;13677;984,9;615,7;1
vpja71;25;10D;13126,6;988,1;619,1;1
vpja71;26;6A;0;994,1;621,6;1
