vp;trial;pic;iti;blx;bly;blok
vpja77;1;11D;13995;961,6;597,7;1
vpja77;2;13A;12509,5;974,7;621,9;1
vpja77;3;8D;12893;964,6;628;1
vpja77;4;23C;12826,3;969,5;628,3;1
vpja77;5;26D;13543,6;976,5;602,3;1
vpja77;6;2A;12876,3;969,89756097561;645,557317073171;1
vpja77;7;9A;13193,3;961;636,4;1
vpja77;8;5B;12542,8;960,9;615,6;1
vpja77;9;3D;12692,9;959,9;612,6;1
vpja77;10;10B;12192,5;978,8;611,9;1
vpja77;11;21A;12993,1;981,5;573,6;1
vpja77;12;17C;13827,1;966,530927835052;605,150515463917;1
vpja77;13;18C;12676,2;965,917375886525;649,513475177305;1
vpja77;14;16B;12509,4;977,6;604,1;1
vpja77;15;6D;13810,5;963,865263157895;602,944210526316;1
vpja77;16;14B;12275,9;953,8;637;1
vpja77;17;15D;12359,3;964,8;613,5;1
vpja77;18;4C;13960,5;969,9;608,3;1
vpja77;19;19B;12159,2;966,1;583,1;1
vpja77;20;22D;12292,6;965,064505119454;615,515017064846;1
vpja77;21;24A;12993,1;962,7;637,5;1
vpja77;22;7A;12592,8;967,19588736214;618,350110799973;0
vpja77;23;20C;13576,9;968,2;609,9;1
vpja77;24;12B;12442,7;966;665,1;1
vpja77;25;1B;12509,4;963,325663716814;634,922123893805;1
vpja77;26;25D;0;967,19588736214;618,350110799973;0
