vp;trial;pic;iti;blx;bly;blok
vpja02;1;17A;13126,3;938,6;615,7;1
vpja02;2;8A;13076,4;928,2;612,8;1
vpja02;3;12C;12342,4;925;617,9;1
vpja02;4;16D;13209,8;939,4;610;1
vpja02;5;1C;13860,2;923,9;609,1;1
vpja02;6;19B;12993;930,3;609,2;1
vpja02;7;2C;13776,8;917,4;620,3;1
vpja02;8;11C;14093,7;931,6;593,5;1
vpja02;9;3B;13943,7;932,5;604,6;1
vpja02;10;15C;12242,4;941,3;597,6;1
vpja02;11;24B;13793,5;943,892907801418;612,294680851064;1
vpja02;12;18A;13560;932,8;590,5;1
vpja02;13;6C;12659,4;923,6;623,2;1
vpja02;14;13A;13376,5;932,030558542716;615,920818313078;0
vpja02;15;25D;12142,3;931,092907801419;618,612765957447;1
vpja02;16;7A;13943,7;931,2;615,9;1
vpja02;17;10B;13493,3;924,8;628,8;1
vpja02;18;23D;13009,6;941,805714285714;620,834285714286;1
vpja02;19;26D;13826,9;931,2;620,7;1
vpja02;20;5D;13693,4;938,7;638,7;1
vpja02;21;14B;12609,4;933,533333333333;625,745161290323;1
vpja02;22;22B;12375,8;927,3;624,5;1
vpja02;23;4C;12425,8;938,3;622,4;1
vpja02;24;21B;13560;928,4;619,4;1
vpja02;25;9D;13093;926,6;624;1
vpja02;26;20D;0;939,339100346021;621,733564013841;1
