vp;trial;pic;iti;blx;bly;blok
vpja19;1;1B;12792,8;939,3;602,2;1
vpja19;2;9A;12709,4;939,8;602,4;1
vpja19;3;17D;12926,2;933,5;592,9;1
vpja19;4;19B;13543,4;938,5;601,8;1
vpja19;5;16C;13459,9;936,6;612,5;1
vpja19;6;15C;12676,1;938,1;606,1;1
vpja19;7;4B;13426,6;921,4;614,3;1
vpja19;8;24B;13793,5;927,91591513922;605,677764726684;0
vpja19;9;5C;12225,7;932;599,8;1
vpja19;10;10D;12659,4;940,3;607,7;1
vpja19;11;3C;14010,3;928,809931506849;603,241780821918;1
vpja19;12;26C;12576;928,9;599,3;1
vpja19;13;12B;12192,4;926,1;608,4;1
vpja19;14;25A;12876,1;935,9;598,4;1
vpja19;15;23A;12942,9;915,2;597,3;1
vpja19;16;20C;12709,4;926,6;606,9;1
vpja19;17;8C;13059,7;912,6;615,3;1
vpja19;18;6D;12909,5;921,5;605,8;1
vpja19;19;11A;12926,3;924,2;616,7;1
vpja19;20;2C;13443,3;924;601,6;1
vpja19;21;7B;13743,5;925,704273504273;608,724786324786;1
vpja19;22;21A;13910,2;920,4;606,8;1
vpja19;23;22C;12375,9;922,1;605,9;1
vpja19;24;14B;13626,7;922,083673469388;604,977551020408;1
vpja19;25;18D;13426,6;919,8;615,1;1
vpja19;26;13D;0;924,5;607,8;1
