trial;pic;iti
1;7A;13743,6
2;10B;13910,3
3;18C;13359,9
4;8C;13810,2
5;12A;13109,7
6;5C;14060,5
7;17C;13293,2
8;22C;14010,3
9;23B;12142,4
10;13D;12993
11;9D;12542,6
12;19A;14127,1
13;11D;12192,4
14;21C;12576
15;1D;13476,7
16;26C;12609,3
17;3A;13810,3
18;2A;12225,7
19;20A;12425,9
20;16A;13243,1
21;6C;12375,9
22;25D;12559,3
23;4B;13893,7
24;24C;13059,6
25;15A;13109,8
26;14C;0
