trial;pic;iti
1;3B;12910,8
2;10D;13726,7
3;24B;12809,5
4;15A;13126,2
5;18C;13109,7
6;21B;14010,3
7;20A;13493,2
8;25C;13643,3
9;13A;12492,5
10;22C;12158,9
11;23A;13843,5
12;26B;12776,1
13;8D;14110,3
14;1D;13243,1
15;4C;12409,1
16;12C;13826,8
17;6B;13326,4
18;14A;12425,8
19;19C;13726,8
20;11C;13960,2
21;5C;13193
22;2B;12275,7
23;9B;13309,8
24;17C;13943,5
25;7A;13810,2
26;16A;0
