trial;pic;iti
1;6A;12192,4
2;15A;12892,9
3;26C;12192,3
4;8A;12943
5;5C;13626,8
6;9B;13393,2
7;2B;12926,3
8;16D;13893,6
9;7B;13693,5
10;13B;13460
11;21B;12309,1
12;10C;12409,3
13;17C;13376,6
14;23A;13259,8
15;11B;12592,7
16;12D;12342,5
17;18A;13193,1
18;3C;13826,9
19;14A;13660,2
20;19A;12809,5
21;22C;13510
22;20D;12475,9
23;25C;13676,8
24;4C;13393,3
25;24D;12292,5
26;1B;0
