trial;pic;iti
1;15B;12375,8
2;18B;13376,6
3;23A;14093,9
4;6A;12559,3
5;21B;13276,6
6;7B;13943,7
7;3C;12592,7
8;4D;12776,1
9;20A;12175,7
10;13D;13743,6
11;2C;12576
12;19B;13960,4
13;9A;13109,7
14;1D;12709,5
15;17B;13826,9
16;5C;13943,8
17;14D;13993,7
18;22D;14027,1
19;11B;12676,1
20;26B;12709,4
21;8C;12609,4
22;16B;13360
23;10D;13293,2
24;24A;13093,1
25;12A;13576,7
26;25A;0
