trial;pic;iti
1;23B;13076,4
2;9A;13476,7
3;22C;12826,2
4;8C;13293,2
5;16C;12242,5
6;13D;12275,8
7;17B;13927
8;2A;13810,3
9;10B;12976,3
10;12B;12209,1
11;7A;13610,1
12;19D;13877
13;25C;13293,2
14;11B;13360
15;20B;13026,3
16;14C;12976,4
17;6B;12959,6
18;24C;13226,5
19;4A;13760,2
20;21C;13526,8
21;15C;13443,3
22;26A;14093,8
23;18A;12959,7
24;1B;12709,4
25;3C;13576,8
26;5C;0
