trial;pic;iti;blx;bly;blok;cleantime;fix.face;fix.body;fix.gaze;fix.nongaze;fixn.face;fixn.body;fixn.gaze;fixn.nongaze;fixlat.face;fixlat.body;fixlat.gaze;fixlat.nongaze;sac.pgaze;sac.fgaze;sac.bgaze;sac.pnongaze;sac.fnongaze;sac.bnongaze
1;11C;12209,1;948,9;608,7;1;7975;0,408150470219436;0,103949843260188;0,0901567398119122;0,0588087774294671;0,3125;0,125;0,09375;0,09375;465;352;2778;1463;0,0714285714285714;0,1;0;0,0714285714285714;0,1;0
2;13C;13460;975,1;583,5;1;7611;0,284982262514781;0,0151097096307975;0,215871764551307;0,0744974379188017;0,228571428571429;0,0285714285714286;0,142857142857143;0,0857142857142857;310;4853;1036;1398;0,1;0,125;0;0,1;0;0,5
3;21B;13076,3;961,7;600,9;1;7630;0,353342070773263;0,0390563564875491;0,182044560943644;0,149148099606815;0,3;0,0333333333333333;0,133333333333333;0,133333333333333;253;3392;4610;1102;0,0909090909090909;0,111111111111111;0;0;0;0
4;12A;14060,4;972,5;593;1;8188;0,329872984855887;0;0,358329262335125;0,0647288715192965;0,344827586206897;0;0,241379310344828;0,0344827586206897;253;NA;726;4307;0,0909090909090909;0,1;0;0;0;0
5;6C;12359,2;952,6;610,3;1;7497;0,206482593037215;0,191543283980259;0,208883553421369;0,0240096038415366;0,181818181818182;0,181818181818182;0,151515151515152;0,0303030303030303;334;1359;853;6115;0,0909090909090909;0,2;0;0,0909090909090909;0,2;0
6;1B;13176,4;955,2;603;1;7994;0,474355766825119;0,155241431073305;0,169001751313485;0,062546910182637;0,4;0,166666666666667;0,166666666666667;0,0666666666666667;396;253;903;1879;0,117647058823529;0,0909090909090909;0,166666666666667;0;0;0
7;15C;12859,6;970;598,7;1;7756;0,214414646725116;0,176508509541001;0,131511088189789;0,0794223826714801;0,242424242424242;0,181818181818182;0,0909090909090909;0,0303030303030303;288;1731;3422;7401;0,0769230769230769;0;0,166666666666667;0;0;0
8;17C;14010,4;957,5;591,7;1;7779;0,254788533230492;0,00771307365985345;0,480267386553542;0,122509319964006;0,3125;0,03125;0,34375;0,125;320;9940;677;1591;0,3;0,3;NA;0;0;NA
9;25B;13810,2;958,726334519573;606,143060498221;1;7744;0,354080578512397;0,142045454545455;0,232179752066116;0,081224173553719;0,40625;0,15625;0,09375;0,09375;276;6526;941;538;0;0;0;0,111111111111111;0,166666666666667;0
10;14B;12475,9;959,358633093525;611,019424460432;1;7711;0,488393204513033;0,0447412786927766;0,101802619634289;0,0717157307742187;0,352941176470588;0,0294117647058824;0,147058823529412;0,0588235294117647;252;6721;802;3687;0,0769230769230769;0,0909090909090909;0;0;0;0
11;18B;14127,1;966,7;594,8;1;8195;0,145454545454545;0,0585723001830384;0,147040878584503;0,0604026845637584;0,2;0,1;0,25;0,1;628;1960;391;2325;0,166666666666667;0;0,5;0,166666666666667;0,25;0
12;3B;13910,4;942,056338028169;614,857042253521;1;7759;0,116380976930017;0,0114705503286506;0,104781544013404;0;0,181818181818182;0,0303030303030303;0,0909090909090909;0;248;1453;475;NA;0,125;0,166666666666667;0;0;0;0
13;4A;13560;966,3;597,2;1;7801;0,25919753877708;0,190103832841943;0,243814895526215;0;0,290322580645161;0,193548387096774;0,193548387096774;0;460;269;838;NA;0,142857142857143;0,25;0;0;0;0
14;9D;12375,9;974;585,1;1;7918;0,240085880272796;0,0117453902500631;0,319146249052791;0,147638292498106;0,205882352941176;0,0294117647058824;0,294117647058824;0,147058823529412;322;8922;677;1017;0,222222222222222;0,285714285714286;0;0,111111111111111;0;0,5
15;20B;12692,7;955,9;610,8;1;7847;0,283802727156875;0,182617560851281;0,157384987893462;0,133554224544412;0,294117647058824;0,176470588235294;0,147058823529412;0,117647058823529;272;2760;677;1985;0,2;0,222222222222222;0,166666666666667;0;0;0
16;19A;13109,7;963,3;603,8;1;7714;0,203526056520612;0,0996888773658284;0,134819808141042;0,119134042001556;0,15625;0,09375;0,09375;0,09375;271;1410;2717;1148;0,125;0;0,333333333333333;0,125;0,2;0
17;8C;13893,7;962;602,4;1;8071;0,345682071614422;0,0505513567092058;0,198364514929996;0,298104324123405;0,25;0,0714285714285714;0,178571428571429;0,321428571428571;241;6101;633;1103;0,1;0,142857142857143;0;0,1;0;0,333333333333333
18;2A;13576,7;948,878467153285;609,043795620438;1;7787;0,38410170797483;0;0,065622190830872;0,0620264543469886;0,28125;0;0,0625;0,03125;280;NA;4800;2843;0;0;0;0;0;0
19;10B;13059,7;946;607,5;1;7859;0,433006743860542;0;0,102684819951648;0,0178139712431607;0,321428571428571;0;0,0357142857142857;0,0357142857142857;252;NA;4600;5978;0;0;0;0;0;0
20;26C;12626;952,9;601,8;1;7552;0,237552966101695;0,217955508474576;0,143935381355932;0,1015625;0,264705882352941;0,235294117647059;0,0294117647058824;0,117647058823529;296;4460;2893;786;0;0;0;0,117647058823529;0,111111111111111;0,125
21;7D;12592,7;957,1;608,9;1;8045;0,285270354257303;0,0287134866376631;0,264636420136731;0,127905531385954;0,242424242424242;0,0303030303030303;0,181818181818182;0,151515151515152;305;5129;1018;554;0,111111111111111;0,125;0;0,333333333333333;0,25;1
