trial;pic;iti
1;18B;12642,7
2;25A;13443,3
3;3A;12175,7
4;11B;12709,4
5;16C;13993,7
6;2C;14043,7
7;23D;12676,1
8;13B;13259,8
9;9C;14010,4
10;14B;12592,6
11;17A;12375,9
12;12C;13376,6
13;10D;13576,7
14;19A;13309,9
15;5B;12792,8
16;24A;13226,4
17;26B;12642,7
18;15D;12225,8
19;21C;13676,8
20;1A;13209,8
21;20C;13109,7
22;6D;13610,1
23;22B;12442,6
24;4B;13326,5
25;8A;13710,2
26;7B;0
