trial;pic;iti
1;15C;13894,2
2;12D;13477,1
3;26C;12426,4
4;10C;12609,8
5;21A;12743,3
6;13A;12593,1
7;4B;13493,9
8;17A;12259,5
9;8D;12826,7
10;1D;12809,9
11;19C;14061
12;6B;12126,1
13;18A;12960,1
14;22D;12709,9
15;14C;13327,1
16;5D;12860
17;3B;12409,7
18;9A;13126,9
19;24B;13143,5
20;11D;13210,3
21;20D;12192,9
22;7D;13277
23;25C;12342,9
24;23D;13677,4
25;16D;13143,5
26;2D;0
