trial;pic;iti
1;25C;12259,3
2;14A;13993,8
3;12C;12526,1
4;10D;13293,4
5;4C;12559,5
6;1A;12175,8
7;8D;12876,4
8;17B;13760,3
9;20A;12743
10;7C;13510,1
11;13D;12426,1
12;11D;13243,3
13;24C;12642,8
14;3C;12893,1
15;23A;12175,8
16;6D;14094
17;5D;13159,9
18;15D;13910,5
19;18A;13827,1
20;21C;13593,5
21;16B;13643,6
22;19C;12342,7
23;2A;13476,8
24;26D;13293,3
25;22D;12509,5
26;9D;0
