trial;pic;iti
1;17C;12876
2;25D;12659,3
3;7A;12725,9
4;26C;12492,5
5;10D;12292,3
6;13A;12475,8
7;18D;12642,5
8;14D;12158,9
9;15A;13576,6
10;2C;13076,2
11;11D;12459,1
12;21B;12992,9
13;22B;12642,5
14;8D;12525,8
15;12A;13309,8
16;9A;13426,4
17;16C;13943,6
18;6C;12575,8
19;5B;12642,6
20;23B;13543,2
21;20B;13793,4
22;1B;12142,2
23;19C;12192,3
24;24D;13293
25;3A;14043,6
26;4D;0
