trial;pic;iti
1;2B;13610,2
2;26B;13560,1
3;3D;13376,6
4;24A;13359,9
5;8C;12259,1
6;23D;13310
7;1D;13710,2
8;15B;12609,3
9;4C;13843,7
10;25C;13109,7
11;13B;12409,3
12;17C;12876,2
13;19B;13376,7
14;20D;12792,8
15;6B;12726,2
16;11C;12192,4
17;5C;12159
18;10C;13093,1
19;16D;13076,4
20;14B;12225,8
21;21C;14027,1
22;12D;12626
23;7D;13760,3
24;9C;13109,7
25;18C;12476
26;22A;0
