trial;pic;iti
1;20B;13726,9
2;18C;12509,3
3;8D;12392,5
4;13D;13643,5
5;26D;13226,5
6;7B;12742,8
7;1B;13610,1
8;9C;13259,9
9;12A;13593,4
10;2C;12609,4
11;21A;13276,5
12;24D;12559,3
13;17D;13226,5
14;16C;13843,7
15;11D;13593,4
16;25D;13176,5
17;22B;13293,2
18;4A;12292,4
19;23D;12242,5
20;15B;13526,7
21;3B;12642,7
22;10D;12192,4
23;6D;12876,3
24;19A;12425,9
25;5D;13276,5
26;14B;0
