trial;pic;iti
1;19A;12709,4
2;15C;13593,4
3;8C;13977
4;22D;13693,4
5;24A;13443,3
6;12A;12509,3
7;13A;12342,4
8;17D;13876,9
9;16C;12409,2
10;1A;13276,5
11;11C;12192,3
12;5D;13876,9
13;2D;12692,8
14;20B;12976,2
15;7A;12192,4
16;25D;12342,4
17;26C;13159,8
18;10D;13159,7
19;14D;13459,9
20;6C;12759,5
21;4D;13543,3
22;9A;12976,3
23;18B;13826,8
24;3A;12942,9
25;21B;12309,1
26;23C;0
