trial;pic;iti
1;7C;13577,8
2;9B;12442,6
3;8A;13343,2
4;3B;13093,1
5;19D;12626
6;22C;13877
7;5B;12959,6
8;2B;12626
9;15B;13576,8
10;11B;13359,9
11;10C;12542,6
12;17A;12476
13;26A;12926,2
14;20D;13376,6
15;4C;12425,9
16;25A;12275,8
17;6A;13993,7
18;13A;12292,4
19;24D;13026,4
20;16A;12859,5
21;12B;13676,8
22;1A;12826,2
23;18D;13276,5
24;14C;13376,6
25;23B;14010,4
26;21D;0
