trial;pic;iti
1;2A;12842,8
2;15D;14110,4
3;7D;13559,9
4;18D;12542,6
5;12D;13326,5
6;4C;13610
7;9A;13443,2
8;10D;14043,7
9;14C;12926,2
10;21D;13359,8
11;17C;13660,1
12;8C;12175,6
13;16C;13359,8
14;19C;13693,5
15;25D;12559,2
16;23C;13626,7
17;24B;12942,8
18;6B;13876,9
19;22D;12225,7
20;3D;13159,7
21;1B;13409,9
22;20D;12225,6
23;5C;13876,9
24;11B;13309,8
25;26C;14043,7
26;13B;0
