trial;pic;iti
1;15B;13776,7
2;25B;12876,2
3;16C;13343,1
4;1A;12859,4
5;18C;13293,1
6;7A;14093,6
7;10C;13193
8;17A;13810,1
9;8A;13176,4
10;20A;12492,5
11;3B;14060,3
12;23D;12942,8
13;26C;14110,3
14;24B;12509,2
15;9C;12225,6
16;14D;12409,1
17;11C;12942,8
18;5A;13760,1
19;19A;12892,8
20;22B;12759,4
21;12D;13843,5
22;4B;12392,4
23;2D;13276,4
24;6C;12692,6
25;13A;12325,7
26;21A;0
