trial;pic;iti
1;4B;14046,9
2;24C;14093,8
3;7B;12676
4;18D;13893,7
5;5A;14110,4
6;14D;13726,9
7;19D;12826,1
8;15D;12509,3
9;8D;12692,7
10;16D;12225,8
11;13A;12325,8
12;12D;12342,4
13;25D;12459,3
14;6D;12142,3
15;1B;13877
16;22B;13943,6
17;26B;12576
18;23D;12926,3
19;21D;12926,2
20;10A;12792,8
21;2D;12943
22;17D;13876,9
23;3D;13843,6
24;9C;12192,4
25;20D;12942,9
26;11D;0
