trial;pic;iti;blx;bly;blok;cleantime;fix.face;fix.body;fix.gaze;fix.nongaze;fixn.face;fixn.body;fixn.gaze;fixn.nongaze;fixlat.face;fixlat.body;fixlat.gaze;fixlat.nongaze;sac.pgaze;sac.fgaze;sac.bgaze;sac.pnongaze;sac.fnongaze;sac.bnongaze
1;19A;12876,1;954;575,9;1;5887;0,0494309495498556;0;0,186003057584508;0,104127739086122;0,0909090909090909;0;0,136363636363636;0,0454545454545455;296;NA;3435;4919;0,5;0,5;NA;0;0;NA
2;25C;13243,1;943,9;557,3;1;8285;0,232709716354858;0,127821363910682;0,0205190102595051;0,265298732649366;0,1875;0,15625;0,03125;0,25;228;654;810;1058;0,0833333333333333;0;0,166666666666667;0;0;0
3;11B;12992,9;961,4;577,8;1;8423;0,153983141398552;0,0725394752463493;0;0,0797815505164431;0,121212121212121;0,121212121212121;0;0,0909090909090909;373;1366;NA;3350;0;0;0;0,111111111111111;0;0,2
4;26A;13259,8;961,5;544;1;8278;0,110896351775791;0,00398647016187485;0;0,150157042763953;0,0967741935483871;0,032258064516129;0;0,129032258064516;309;228;NA;1761;0;0;0;0;0;0
5;15A;12959,5;953,5;575,8;1;7848;0,0983690112130479;0,0601427115188583;0,0634556574923547;0,0567023445463812;0,114285714285714;0,0857142857142857;0,0285714285714286;0,0571428571428571;317;185;1341;1909;0;0;0;0;0;0
6;3D;13526,6;963,2;574,4;1;8615;0,160882182240279;0,0452698781195589;0,0377248984329658;0;0,111111111111111;0,111111111111111;0,037037037037037;0;336;185;3185;NA;0;0;0;0;0;0
7;14D;13193;956,2;542,8;1;8529;0,0143041388204948;0;0,103763629968343;0,0977840309532184;0,037037037037037;0;0,111111111111111;0,111111111111111;222;NA;1062;1327;0;0;0;0;0;0
8;10A;14077,1;975,395698924731;541,254121863799;1;8155;0,124708767627223;0;0,0862047823421214;0,0519926425505825;0,133333333333333;0;0,0666666666666667;0,0666666666666667;214;NA;1114;1532;0;0;0;0;0;0
9;9B;12125,6;970,7;577,5;1;8018;0,129458717884759;0;0,143302569219257;0,136318283861312;0,111111111111111;0;0,148148148148148;0,111111111111111;208;NA;1426;2433;0;0;0;0;0;0
10;1D;12625,9;949,8;579,8;1;8623;0,136495419227647;0;0,0828018091151571;0,098921489040937;0,153846153846154;0;0,0769230769230769;0,0384615384615385;196;NA;2091;1152;0;0;0;0;0;0
11;20C;13526,7;971,01231884058;554,847101449275;1;8625;0,207188405797101;0;0,164405797101449;0,032695652173913;0,09375;0;0,1875;0,03125;241;NA;2143;3803;0,25;0,333333333333333;0;0;0;0
12;22D;13760,1;973,1;556,7;1;8604;0,109716410971641;0,0903068340306834;0,0424221292422129;0,0655509065550907;0,147058823529412;0,0882352941176471;0,0294117647058824;0,0588235294117647;206;1;796;3380;0;0;0;0,142857142857143;0;0,333333333333333
13;13A;13526,6;970,9;557;1;8318;0,11517191632604;0,0646790093772542;0,15965376292378;0,0764606876653042;0,121212121212121;0,0909090909090909;0,121212121212121;0,0909090909090909;209;351;833;5447;0,142857142857143;0,25;0;0;0;0
14;24D;13093;967,1;583,4;1;8595;0,141012216404887;0;0,085282140779523;0,157998836532868;0,09375;0;0,0625;0,125;340;NA;1068;1871;0,25;0,333333333333333;0;0,25;0,333333333333333;0
15;7D;13726,7;962,474468085106;568,350354609929;1;7089;0,0636196924813091;0;0,0914092255607279;0,132176611651855;0,1;0;0,0666666666666667;0,133333333333333;539;NA;1829;2123;0;0;NA;0;0;NA
16;18A;13193,1;964,1;584,7;1;8748;0,09453589391861;0;0,191700960219479;0,533493369913123;0,1;0;0,3;0,25;227;NA;1134;3055;0,5;0,5;NA;0;0;NA
17;16B;14093,7;966,8;596,7;1;7793;0,162581804183241;0;0,11497497754395;0,10791736173489;0,222222222222222;0;0,111111111111111;0,037037037037037;185;NA;1301;4256;0,142857142857143;0,166666666666667;0;0;0;0
18;2D;12225,7;984,3;590,3;1;8030;0,099626400996264;0;0,0387297633872976;0;0,153846153846154;0;0,0769230769230769;0;202;NA;1240;NA;0;0;NA;0;0;NA
19;4A;13726,7;963;572,6;1;7997;0,0481430536451169;0,0131299237213955;0,14255345754658;0,0695260722771039;0,12;0,04;0,12;0,08;373;224;3724;1985;0;0;0;0;0;0
20;17A;13393,2;953,1;539,8;1;8175;0,140550458715596;0;0,200733944954128;0,147033639143731;0,0769230769230769;0;0,192307692307692;0,192307692307692;221;NA;1544;875;0;0;NA;1;1;NA
21;5C;13326,5;967,9;555,4;1;7631;0,0281745511728476;0;0,0849167867907221;0,104966583671865;0,08;0;0,08;0,04;165;NA;6344;3823;0;0;0;0;0;0
22;8D;12142,3;947,5;581,7;1;8464;0,272802457466919;0,0116965973534972;0,0589555765595463;0,0617911153119093;0,241379310344828;0,0344827586206897;0,103448275862069;0,0689655172413793;222;6441;2134;3050;0;0;0;0;0;0
23;12C;12125,5;941,9;535,5;1;8451;0;0,0647260679209561;0,0670926517571885;0;0;0,0869565217391304;0,0869565217391304;0;NA;254;1349;NA;0;NA;0;0;NA;0
24;6B;12359,1;942,1;528,9;1;7667;0;0,0326072779444372;0,138515716707969;0,136559280031303;0;0,0833333333333333;0,0833333333333333;0,0833333333333333;NA;262;1588;2750;0,5;NA;0,5;0;NA;0
