trial;pic;iti
1;5A;13343,1
2;15A;13893,6
3;23C;12609,4
4;20B;12876,1
5;25C;13910,3
6;24A;13293,2
7;7A;13359,8
8;9C;13293,2
9;1B;12992,9
10;17D;13393,2
11;16B;12876,2
12;18B;13860,3
13;22B;12309,1
14;10B;13326,5
15;26A;12142,3
16;3A;13459,9
17;19A;13376,6
18;13C;13359,9
19;8D;13343,2
20;12D;13076,3
21;4B;13910,3
22;2A;12926,2
23;6C;13743,5
24;21D;12642,7
25;11B;14293,9
26;14A;0
