trial;pic;iti
1;16A;13443,5
2;15A;13960,5
3;7B;12959,8
4;11B;12309,2
5;19A;14094
6;3C;12526,1
7;8C;13193,3
8;14A;13209,9
9;9B;14027,3
10;20B;12759,6
11;13D;13643,6
12;12A;12759,6
13;18D;13326,7
14;25C;13193,3
15;22B;12576,1
16;2A;12676,3
17;5C;12893
18;1D;13710,3
19;23B;12309,3
20;26C;13510,2
21;4B;13760,4
22;17D;12809,6
23;24C;12259,2
24;21B;13677
25;10D;13126,6
26;6A;0
