pic;iti;gaze;gazedat;memgazedat;nongazedat;memnongazedat
16D;3382;r;Geldbeutel;0;Muetze;0
9A;2905;l;Tasse;0;Wasserflasche;0
17B;3882;l;Schuh;0;Erdbeeren;0
3B;3235;l;Stethoskop;0;Fahrradhelm;0
23C;2570;r;Hammer;0;Saege;0
6B;2159;l;Obstschale;0;Globus;1
13D;3876;r;Buch;0;Laptop;1
26B;3183;l;Taschenlampe;1;Gluehbirne;1
21A;2020;l;Stift;1;Handy;1
4C;3488;r;Ventilator;0;Kiste;0
5B;3708;l;Blackroll;0;Foehn;0
7C;2587;r;Thermoskanne;0;Toaster ;1
18B;3363;l;Handbesen;0;Ukulele;0
22B;3300;l;Feder;1;Elefant;1
8D;3749;r;Uhr;0;Marmelade;0
25D;2884;r;Kaffemuehle;0;Kerze;0
20D;3292;r;Kissen;0;Schuessel;0
24B;3745;l;Blume;0;Kanne ;0
12C;2393;r;Fernglas;0;Kamera;0
2A;3186;l;Locher;0;Zollstock ;1
15A;2848;l;Wasserglas;1;Handtuch;0
10B;3098;l;Brille;0;Buerste;0
19A;3713;l;Trommel;0;Hut;0
14B;3582;l;Ordner;0;Kopfhoerer;0
11C;3362;r;Stuhl;1;Eimer;1
1D;2853;r;Melone;1;Orange;0
