pic;iti;gaze;gazedat;memgazedat;nongazedat;memnongazedat
10B;3366;l;Brille;0;Buerste;0
8A;2447;l;Uhr;0;Marmelade;0
23B;3661;l;Saege;0;Hammer;0
12D;2607;r;Kamera;0;Fernglas;0
3C;2508;r;Stethoskop;0;Fahrradhelm;1
15D;2068;r;Wasserglas;0;Handtuch;0
19C;3897;r;Hut;0;Trommel;0
5A;3516;l;Foehn;0;Blackroll;0
25B;2557;l;Kerze;0;Kaffemuehle;0
22B;2662;l;Feder;0;Elefant;0
6B;3425;l;Obstschale;0;Globus;0
18C;3199;r;Handbesen;0;Ukulele;0
21B;2884;l;Handy;1;Stift;1
1C;3226;r;Orange;0;Melone;0
2D;3064;r;Locher;0;Zollstock;0
4A;3619;l;Kiste;1;Ventilator;0
17C;3254;r;Schuh;1;Erdbeeren;0
16C;3031;r;Muetze;0;Geldbeutel;0
9B;2390;l;Wasserflasche;0;Tasse;0
11B;3829;l;Stuhl;1;Eimer;0
26B;2851;l;Taschenlampe;0;Gluehbirne;0
13B;2685;l;Laptop;1;Buch;1
24D;2790;r;Kanne;0;Blume;0
14B;3247;l;Ordner;0;Kopfhoerer;0
20C;2895;r;Schuessel;0;Kissen;1
7C;3604;r;Thermoskanne;0;Toaster ;0
