trial;pic;iti
1;21A;14060,3
2;14B;12492,4
3;17B;13609,9
4;26B;12275,7
5;1D;13359,7
6;2D;13059,5
7;24D;12759,3
8;15C;12509,2
9;9A;13559,9
10;11A;13576,6
11;3B;12926,1
12;16C;13293
13;4A;13810,1
14;23C;12959,5
15;22B;12742,6
16;18C;13293,1
17;12C;13793,4
18;8A;12892,7
19;7C;13626,6
20;20A;12659,3
21;6D;13376,4
22;10D;13176,3
23;13A;12292,3
24;5C;12992,9
25;25B;12175,5
26;19B;0
