trial;pic;iti
1;25D;13593,9
2;14C;13393,8
3;19D;12342,9
4;15A;13460,5
5;6D;12976,8
6;11D;12376,3
7;9A;12176,1
8;8B;12393
9;10A;13110,2
10;7D;12142,8
11;21C;13460,5
12;2A;12226,2
13;4D;12760
14;3B;12659,8
15;24D;13277
16;1A;13493,9
17;16A;12126,1
18;5D;13610,6
19;22A;13727,4
20;20A;13777,4
21;18D;13360,4
22;23B;12659,8
23;12A;13460,5
24;26A;12643,2
25;13A;12376,3
26;17B;0
