trial;pic;iti
1;24B;12909,6
2;3A;13760,2
3;13B;13209,8
4;11B;13410
5;2A;12392,5
6;25B;12475,9
7;8D;12492,6
8;16B;14110,5
9;9A;12576
10;21D;12342,5
11;23C;12542,6
12;6B;13610,1
13;14A;12325,8
14;26D;12742,8
15;10D;12275,8
16;7C;13910,3
17;17D;12225,7
18;22C;12842,9
19;4B;12425,9
20;20D;12892,9
21;5B;14093,8
22;12B;13843,6
23;1B;14060,4
24;19D;13743,6
25;15D;13326,5
26;18D;0
