trial;pic;iti
1;5D;13143
2;7B;12859,5
3;22D;13493,3
4;9B;14027
5;25A;12626
6;2C;13343,2
7;15B;12776,1
8;18A;14093,8
9;26C;12776,1
10;11B;13893,6
11;20B;13510
12;17C;12375,8
13;24B;13309,8
14;4D;12375,8
15;1A;14043,7
16;19D;12876,2
17;10A;13409,9
18;3B;12159
19;6C;12592,6
20;13A;13176,4
21;16B;12909,6
22;21A;13826,9
23;8B;13660,1
24;14C;14110,4
25;12D;12909,5
26;23A;0
