trial;pic;iti
1;19D;12175,7
2;13D;12509,3
3;25B;13326,5
4;7B;13426,6
5;20B;13943,7
6;8C;13126,4
7;16D;12909,6
8;14D;12826,2
9;5B;13626,7
10;26D;13326,6
11;15C;13510
12;24C;14027,1
13;12B;13610,1
14;21D;13877
15;4D;13043
16;23C;12942,9
17;3C;12926,3
18;2B;13326,5
19;18D;12259,1
20;11D;13293,2
21;10D;13076,4
22;9B;13643,4
23;1C;13676,9
24;17D;13560
25;6A;12492,6
26;22A;0
