trial;pic;iti;blx;bly;blok;cleantime;fix.face;fix.body;fix.gaze;fix.nongaze;fixn.face;fixn.body;fixn.gaze;fixn.nongaze;fixlat.face;fixlat.body;fixlat.gaze;fixlat.nongaze;sac.pgaze;sac.fgaze;sac.bgaze;sac.pnongaze;sac.fnongaze;sac.bnongaze
1;12A;12359,1;973,7;618;1;7437;0,54121285464569;0,0742234772085518;0;0,0492133924969746;0,523809523809524;0,0476190476190476;0;0,0476190476190476;280;9145;NA;8503;0;0;0;0;0;0
2;16B;13009,7;966,8;583,6;1;6417;0,134642356241234;0,0264921302789465;0,424809100825931;0,214897927380396;0,157894736842105;0,0526315789473684;0,315789473684211;0,157894736842105;213;5126;1685;2125;0,4;0,666666666666667;0;0;0;0
3;1B;12609,3;962,803676470588;597,51875;1;7165;0,21493370551291;0,0189811584089323;0,0664340544312631;0,136915561758548;0,148148148148148;0,037037037037037;0,111111111111111;0,0740740740740741;384;225;1855;3671;0,166666666666667;0,25;0;0;0;0
4;10D;12359,2;977,2;604,4;1;7595;0,170111915734036;0,0364713627386438;0,123765635286373;0,00987491770901909;0,166666666666667;0,0666666666666667;0,1;0,0666666666666667;335;184;744;2842;0,125;0,2;0;0;0;0
5;20C;13093;967,9;586,1;1;7911;0,200227531285552;0,0529642270256605;0,110352673492605;0,0650992289217545;0,210526315789474;0,0789473684210526;0,105263157894737;0,0526315789473684;345;208;887;1407;0,166666666666667;0,125;0,25;0;0;0
6;18D;13243,2;976,2;598,2;1;8427;0,25062299750801;0,0274118903524386;0,293698825204699;0,115224872433844;0,225806451612903;0,0645161290322581;0,225806451612903;0,0645161290322581;352;234;1121;2434;0,125;0,166666666666667;0;0;0;0
7;7A;12742,8;970,3;596,3;1;8276;0,321773803769937;0;0,0984775253745771;0,0680280328661189;0,384615384615385;0;0,0384615384615385;0,0769230769230769;211;NA;2706;3576;0;0;NA;0;0;NA
8;19D;13159,8;963,3;597,3;1;8239;0,145770117732735;0;0,0315572278189101;0,0671197960917587;0,147058823529412;0;0,0294117647058824;0,0588235294117647;237;NA;2317;1489;0;0;NA;0;0;NA
9;8C;14093,7;969,2;605,9;1;7713;0,286658887592377;0,209516400881628;0,185401270582134;0,0282639699209127;0,333333333333333;0,037037037037037;0,185185185185185;0,0740740740740741;207;8337;883;4907;0,2;0,222222222222222;0;0,1;0,111111111111111;0
10;3A;12325,9;972,238129496403;613,171223021583;1;8260;0,171791767554479;0,0809927360774818;0;0,0553268765133172;0,185185185185185;0,111111111111111;0;0,0740740740740741;199;3359;NA;3729;0;0;0;0,111111111111111;0;0,25
11;21B;12692,7;981,7;600,3;1;7748;0,238513164687661;0,108544140423335;0,0178110480123903;0,204568921011874;0,21875;0,125;0,03125;0,15625;312;179;5367;5109;0;0;0;0,0833333333333333;0,142857142857143;0
12;9A;13143,1;977,6;604,6;1;7506;0,126298960831335;0,017585931254996;0,290167865707434;0,0810018651745271;0,151515151515152;0,0303030303030303;0,272727272727273;0,0909090909090909;196;2600;1347;2781;0,142857142857143;0,2;0;0,142857142857143;0;0,5
13;11C;12609,4;968,1;594,6;1;7627;0,229316900485119;0,20794545692933;0,0946636947685853;0;0,142857142857143;0,285714285714286;0,107142857142857;0;445;191;1814;NA;0;0;0;0;0;0
14;17B;13526,7;967,924841636351;599,489610103235;0;7941;0,286487847878101;0,0158670192670948;0,219493766528145;0,202241531293288;0,228571428571429;0,0285714285714286;0,171428571428571;0,228571428571429;217;2611;687;3918;0,222222222222222;0,125;1;0,111111111111111;0,125;0
15;23A;12292,4;961,3;596,2;1;8217;0,224291103809176;0,102713885846416;0,0511135450894487;0,0176463429475478;0,194444444444444;0,111111111111111;0,0555555555555556;0,0277777777777778;394;84;3897;3647;0;0;0;0;0;0
16;6C;13977,1;969,9;592,8;1;7653;0,100222135110414;0,246177969423755;0,0740885927087417;0,102835489350581;0,0625;0,25;0,0625;0,09375;1398;216;2362;1867;0;0;0;0,1;0,5;0
17;22B;12475,9;962,5;600,7;1;8380;0,240811455847255;0;0,101909307875895;0,160023866348449;0,2;0;0,133333333333333;0,166666666666667;180;NA;626;1099;0,166666666666667;0,166666666666667;NA;0,166666666666667;0,166666666666667;NA
18;2A;14027,1;968;601,3;1;6856;0,55644690781797;0,0176487747957993;0;0,0634480746791132;0,611111111111111;0,0555555555555556;0;0,0555555555555556;194;6693;NA;1311;0;0;0;0,0769230769230769;0,0909090909090909;0
19;5C;13409,9;972,6;605,9;1;7850;0,271592356687898;0,0763057324840764;0,205605095541401;0,0285350318471338;0,21875;0,125;0,09375;0,03125;184;1381;876;3147;0,166666666666667;0,285714285714286;0;0;0;0
20;13A;12459,3;958,2;597,7;1;5901;0,435688866293849;0,0484663616336214;0,0255888832401288;0,0774445009320454;0,333333333333333;0,0416666666666667;0,0416666666666667;0,125;254;7853;5188;5405;0;0;0;0;0;0
21;26D;13393,2;964;597,9;1;7879;0,226805432161442;0,0691712146211448;0,396623937047849;0;0,35;0,15;0,25;0;197;7778;648;NA;0,1;0,142857142857143;0;0;0;0
22;4A;13393,3;967,7;589,5;1;7440;0,0705645161290323;0,0799731182795699;0,0420698924731183;0,0588709677419355;0,0833333333333333;0,111111111111111;0,0833333333333333;0,0555555555555556;360;209;1019;3034;0;0;0;0;0;0
23;25B;12993;967,924841636351;599,489610103235;0;7977;0,525510843675567;0,19430863733233;0;0,161464209602607;0,5;0,125;0;0,15625;266;3757;NA;1231;0;0;0;0,05;0,0588235294117647;0
24;24C;13510;964,5;599,9;1;8828;0,1904168554599;0,00657000453103761;0,523108291798822;0,0771409152695967;0,142857142857143;0,0476190476190476;0,238095238095238;0,0952380952380952;449;199;751;5785;0,4;0,666666666666667;0;0;0;0
25;14D;12709,4;962;610,5;1;7829;0,173329927193767;0,0132839443096181;0,30642483075744;0,0587559075233108;0,115384615384615;0,0384615384615385;0,192307692307692;0,0769230769230769;345;215;1466;7700;0;0;0;0;0;0
26;15D;0;952,454393305439;595,360669456067;1;6397;0,349226199781147;0,0803501641394404;0;0,0386118493043614;0,346153846153846;0,115384615384615;0;0,0769230769230769;220;1241;NA;907;0;0;0;0,0833333333333333;0,111111111111111;0
