trial;pic;iti
1;14C;12859,5
2;23B;12759,5
3;26D;13660,2
4;11A;14010,4
5;9B;12259,1
6;1B;12275,8
7;12A;12609,4
8;8D;13660,1
9;17A;12542,7
10;6D;12642,7
11;16D;12526
12;22B;13460
13;25C;13526,8
14;20C;12976,3
15;19B;13276,5
16;7A;12142,4
17;24C;13760,3
18;2C;12309,1
19;18B;13043,1
20;15C;13109,7
21;13C;12492,7
22;3C;14077,1
23;21A;13610,1
24;10D;13393,3
25;4C;13593,5
26;5A;0
