trial;pic;iti;blx;bly;blok;cleantime;fix.face;fix.body;fix.gaze;fix.nongaze;fixn.face;fixn.body;fixn.gaze;fixn.nongaze;fixlat.face;fixlat.body;fixlat.gaze;fixlat.nongaze;sac.pgaze;sac.fgaze;sac.bgaze;sac.pnongaze;sac.fnongaze;sac.bnongaze
1;8B;13643,4;959,9;611,2;1;6872;0,426949941792782;0,014697322467986;0,0327415599534342;0,15279394644936;0,413793103448276;0,0344827586206897;0,0344827586206897;0,137931034482759;367;3026;6010;1589;0;0;0;0;0;0
2;3D;12926,1;961,1;603,6;1;7616;0,0903361344537815;0,0157563025210084;0,107799369747899;0,105042016806723;0,0967741935483871;0,032258064516129;0,0967741935483871;0,129032258064516;332;721;1646;889;0;0;0;0,2;0;0,5
3;23B;14026,9;955,414997832377;606,603358299568;0;7562;0,201401745569955;0;0,0199682623644538;0,0486643745040994;0,21875;0;0,03125;0,0625;365;NA;9078;1253;0;0;0;0;0;0
4;16A;13626,7;955,426732673267;602,035643564356;1;7764;0,295595054095827;0,121973209685729;0,0613086038124678;0,106002060793405;0,290322580645161;0,129032258064516;0,0645161290322581;0,0967741935483871;311;3219;676;1282;0,0714285714285714;0,111111111111111;0;0;0;0
5;22D;12642,6;959,6;603,2;1;7723;0,220121714359705;0,0379386248867021;0,169105269972809;0,0438948595105529;0,258064516129032;0,0645161290322581;0,193548387096774;0,032258064516129;288;575;787;2648;0,0909090909090909;0;0,333333333333333;0;0;0
6;17D;13676,7;962,7;598,3;1;6536;0,316707466340269;0,044828641370869;0,278304773561811;0,0408506731946144;0,194444444444444;0,0277777777777778;0,222222222222222;0,0555555555555556;1990;8051;350;6979;0;0;0;0;0;0
7;1B;12142,3;955,16301369863;606,516438356164;1;7553;0,563352310340262;0,0223752151462995;0,0552098503905733;0,0575930094002383;0,482758620689655;0,0344827586206897;0,0689655172413793;0,0689655172413793;313;4038;2960;2268;0;0;0;0;0;0
8;2B;12759,3;953,5;609,5;1;7854;0,271454036159919;0,0449452508276038;0,108479755538579;0,224089635854342;0,25;0,09375;0,09375;0,21875;296;559;705;1666;0,0909090909090909;0;0,333333333333333;0;0;0
9;10A;14010,3;959,5;608,9;1;7669;0,585604381275264;0,0322075889946538;0,0543747555091929;0,12896075107576;0,529411764705882;0,0882352941176471;0,0294117647058824;0,147058823529412;282;6165;5552;1447;0;0;0;0;0;0
10;9D;13526,6;954,3;603,8;1;6655;0,30007513148009;0,092862509391435;0,12877535687453;0;0,296296296296296;0,0740740740740741;0,148148148148148;0;257;6960;638;NA;0,1;0,142857142857143;0;0;0;0
11;6D;13876,8;951,4;607,2;1;7798;0,255193639394717;0,139522954603745;0,145934855091049;0,139138240574506;0,206896551724138;0,172413793103448;0,172413793103448;0,103448275862069;291;838;2224;1025;0,0909090909090909;0,166666666666667;0;0,0909090909090909;0;0,2
12;20C;13960,3;961,4;607,2;1;7663;0,212449432337205;0,0446300404541302;0,152812214537387;0,127626256035495;0,151515151515152;0,0606060606060606;0,212121212121212;0,0909090909090909;320;3012;642;1140;0,25;0,4;0;0;0;0
