trial;pic;iti
1;18C;13409,9
2;9A;13409,8
3;14A;12492,6
4;19C;12842,8
5;3C;12275,7
6;12C;14026,9
7;4D;13526,7
8;11B;12892,8
9;7B;14093,7
10;5C;12726
11;10A;13093
12;23B;13610
13;21C;14110,4
14;24C;12892,8
15;17B;12392,5
16;16C;12309
17;6B;13943,6
18;15D;12575,9
19;20C;13126,4
20;25C;13209,7
21;8B;13876,9
22;22A;14110,3
23;2A;13243,1
24;26B;13426,6
25;13A;12342,4
26;1D;0
