trial;pic;iti
1;21C;13993,8
2;10B;12392,5
3;19B;13193,1
4;23D;12976,3
5;8B;13176,4
6;13A;12409,2
7;5C;13343,3
8;12A;13776,9
9;2B;13810,2
10;1A;12993
11;14A;13927
12;15D;13560
13;9D;12876,3
14;16B;12926,2
15;6D;14027,1
16;26C;13276,5
17;25D;12993
18;17D;13009,7
19;4C;13376,5
20;24A;13493,4
21;11D;12559,3
22;22A;13009,7
23;18D;12342,5
24;7A;13776,8
25;20B;12859,6
26;3D;0
