trial;pic;iti
1;15B;12225,8
2;20C;12292,5
3;3C;13910,3
4;11C;13893,7
5;13C;14077,1
6;9C;12259,1
7;18C;12425,9
8;4D;12859,6
9;21C;13059,7
10;5A;14077,1
11;22B;12842,9
12;6A;12809,5
13;23C;12442,6
14;1A;12292,4
15;24C;13743,6
16;8C;13693,5
17;12A;12776,1
18;10C;12909,6
19;19B;12159,1
20;14A;12359,1
21;7D;12826,2
22;16A;12225,8
23;2A;12192,4
24;26C;13560,1
25;25D;13760,2
26;17D;0
