trial;pic;iti;blx;bly;blok;cleantime;fix.face;fix.body;fix.gaze;fix.nongaze;fixn.face;fixn.body;fixn.gaze;fixn.nongaze;fixlat.face;fixlat.body;fixlat.gaze;fixlat.nongaze;sac.pgaze;sac.fgaze;sac.bgaze;sac.pnongaze;sac.fnongaze;sac.bnongaze
1;16B;13726,8;964,4;589,1;1;8467;0,39447265855675;0,0122829809850006;0,453171134994685;0,114916735561592;0,28125;0,03125;0,5;0,15625;367;7842;2336;2685;0,0909090909090909;0,111111111111111;0;0,0909090909090909;0,111111111111111;0
2;26D;12542,6;964,8;588,4;1;8132;0,333251352680767;0,330054107230694;0,044515494343335;0,0544761436301033;0,333333333333333;0,333333333333333;0,0606060606060606;0,0606060606060606;290;2190;3817;4275;0,0454545454545455;0;0,0909090909090909;0;0;0
3;5D;12559,3;963,4;593,5;1;8300;0,0278313253012048;0,144939759036145;0,0333734939759036;0,0896385542168675;0,0294117647058824;0,117647058823529;0,0294117647058824;0,0294117647058824;1571;292;3295;2050;0;0;0;0;0;0
4;9B;12642,7;977,765;597,78;1;8049;0,512113306000745;0,093055037892906;0,0792645049074419;0,189713007827059;0,46875;0,0625;0,125;0,15625;278;3824;6518;3230;0;0;0;0,0588235294117647;0;0,333333333333333
5;22B;13676,7;970,4;578,6;1;7959;0,176906646563639;0;0,0964945344892574;0;0,147058823529412;0;0,0588235294117647;0;205;NA;6556;NA;0,2;0,2;NA;0;0;NA
6;4C;12392,5;951,7;583,8;1;8099;0;0,0812445980985307;0;0,0400049388813434;0;0,0606060606060606;0;0,0606060606060606;NA;275;NA;1390;0;NA;0;0;NA;0
7;3C;12142,3;971,9;592;1;8504;0,0666745061147695;0;0;0;0,1;0;0;0;305;NA;NA;NA;0;0;NA;0;0;NA
8;6C;13309,9;958,3;589,4;1;8294;0;0,0976609597299253;0,0981432360742706;0,357969616590306;0;0,0606060606060606;0,0909090909090909;0,272727272727273;NA;293;5266;1199;0;NA;0;0,5;NA;0,5
9;25A;13876,9;973,3;580;1;8198;0,24957306660161;0,199316906562576;0,0968528909490119;0,0711149060746524;0,236842105263158;0,210526315789474;0,105263157894737;0,0789473684210526;284;79;1176;2115;0,0625;0,125;0;0;0;0
10;18A;14060,4;964;593,9;1;8714;0,507688776681203;0,2359421620381;0,164218498967179;0,0685104429653431;0,40625;0,28125;0,21875;0,0625;433;322;2831;3646;0,0476190476190476;0;0,125;0;0;0
11;12C;12125,6;964,1;588,8;1;8474;0,45421288647628;0;0,0448430493273543;0;0,375;0;0,0625;0;253;NA;7023;NA;0;0;0;0;0;0
12;1B;12892,9;982,3;596,6;1;8005;0,193129294191131;0,0161149281698938;0,0312304809494066;0;0,2;0,0333333333333333;0,0333333333333333;0;424;229;1292;NA;0,166666666666667;0,2;0;0;0;0
13;14B;12492,5;973,3;597,2;1;8558;0,451390511801823;0,089039495209161;0,0522318298667913;0,107969151670951;0,40625;0,09375;0,0625;0,125;250;6653;9495;8412;0;0;0;0,0588235294117647;0,0769230769230769;0
14;11B;12125,7;982,903597122302;591,918345323741;1;8165;0,384445805266381;0,198775260257195;0;0,042620943049602;0,363636363636364;0,181818181818182;0;0,0909090909090909;297;6527;NA;4339;0;0;0;0;0;0
15;2A;13059,6;974,65306122449;606,897959183673;1;8415;0,363992869875223;0,0371954842543078;0;0;0,290322580645161;0,032258064516129;0;0;262;3067;NA;NA;0;0;0;0;0;0
16;7B;12592,7;976,1;588;1;8321;0,133517606056964;0;0,0396586948684052;0;0,129032258064516;0;0,0645161290322581;0;282;NA;4058;NA;0;0;NA;0;0;NA
17;10D;12676;983,6;586,8;1;8284;0,458715596330275;0,074963785610816;0,0527522935779817;0,0643408981168518;0,393939393939394;0,0909090909090909;0,0606060606060606;0,0606060606060606;242;3724;5414;4483;0;0;0;0,0588235294117647;0;0,25
