trial;pic;iti;blx;bly;blok;cleantime;fix.face;fix.body;fix.gaze;fix.nongaze;fixn.face;fixn.body;fixn.gaze;fixn.nongaze;fixlat.face;fixlat.body;fixlat.gaze;fixlat.nongaze;sac.pgaze;sac.fgaze;sac.bgaze;sac.pnongaze;sac.fnongaze;sac.bnongaze
1;6A;12592,7;978;582,8;1;8003;0,138198175684118;0,105460452330376;0,138198175684118;0,180807197301012;0,121212121212121;0,151515151515152;0,121212121212121;0,212121212121212;319;1573;2405;1221;0;0;0;0,1;0;0,166666666666667
2;4B;13393,3;986,471875;545,275;1;7940;0,194962216624685;0,0680100755667506;0,0311083123425693;0,0220403022670025;0,0882352941176471;0,0882352941176471;0,0294117647058824;0,0294117647058824;439;293;2465;6109;0;0;0;0;0;0
3;14A;12525,9;996,8;554,8;1;7400;0,352027027027027;0,0806756756756757;0,124189189189189;0,0125675675675676;0,241379310344828;0,0689655172413793;0,137931034482759;0,0689655172413793;283;6899;1216;4101;0;0;0;0;0;0
4;17A;13426,7;998,3;555,6;1;7561;0,448617907684169;0,156989816161883;0,14045761142706;0,0982674249437905;0,321428571428571;0,214285714285714;0,142857142857143;0,107142857142857;246;6887;1022;1375;0,142857142857143;0,25;0;0;0;0
5;23C;13910,3;1016,9;549,8;1;8075;0,634179566563468;0,0438390092879257;0,0591950464396285;0,0842105263157895;0,451612903225806;0,0967741935483871;0,0967741935483871;0,0967741935483871;1417;30;3021;661;0,0588235294117647;0,0714285714285714;0;0,0588235294117647;0;0,333333333333333
6;26C;12709,4;998,3;566;1;7492;0,366524292578751;0,160571276027763;0,0596636412172985;0,149225840896957;0,258064516129032;0,225806451612903;0,0967741935483871;0,129032258064516;734;252;2552;1344;0,0666666666666667;0,125;0;0,133333333333333;0,125;0,142857142857143
7;7D;12242,4;1002,6;548,2;1;6628;0,350935425467713;0,0383222691611346;0,0451116475558238;0,166566083283042;0,285714285714286;0,0285714285714286;0,0571428571428571;0,142857142857143;360;1349;3596;2223;0;0;0;0;0;0
8;20C;12993;1008,01960726351;547,980719428445;0;7429;0,409610983981693;0;0,159644635886391;0,0527661865661596;0,296296296296296;0;0,148148148148148;0,0740740740740741;234;NA;4873;6136;0;0;NA;0;0;NA
9;3C;13643,4;1021,4;554,3;1;7337;0,243968924628595;0;0;0,0823224751260733;0,2;0;0;0,0571428571428571;229;NA;NA;1217;0;0;NA;0;0;NA
10;2D;13443,3;1008,01960726351;547,980719428445;0;8178;0,301051601858645;0,251528491073612;0;0,0745903643922719;0,260869565217391;0,173913043478261;0;0,0434782608695652;321;230;NA;3748;0;0;0;0;0;0
11;15A;12809,5;1029,2;518;1;7449;0,0228218552825883;0,302725198013156;0,0291314270371862;0,0585313464894617;0,0294117647058824;0,205882352941176;0,0588235294117647;0,0882352941176471;312;495;4201;2898;0;0;0;0;0;0
12;8A;13109,8;1024,9;562,2;1;7935;0,377063642091997;0,0854442344045369;0,209955891619408;0,106238185255198;0,291666666666667;0,125;0,208333333333333;0,0833333333333333;212;6353;1275;1804;0,1;0,142857142857143;0;0;0;0
13;25B;12742,7;1011;544,093442622951;1;8188;0,240107474352711;0,0586223742061553;0,181607230092819;0,191988275525159;0,35;0,1;0,2;0,15;217;5019;2320;1679;0;0;0;0,1;0;0,333333333333333
14;9B;13660,2;1014,9;548,8;1;7240;0,225552486187845;0,0928176795580111;0,139502762430939;0,0825966850828729;0,25;0,15;0,2;0,05;375;207;2371;3111;0;0;0;0;0;0
15;12B;12225,7;1023;584,3;1;8404;0,610423607805807;0;0;0,107924797715374;0,318181818181818;0;0;0,136363636363636;222;NA;NA;2217;0;0;NA;0;0;NA
16;21A;13843,6;1008,01960726351;547,980719428445;0;6633;0,235187697874265;0,0654304236393789;0,181064375094226;0,0529172320217096;0,107142857142857;0,0714285714285714;0,214285714285714;0,0357142857142857;245;9542;1652;8114;0,2;0,333333333333333;0;0;0;0
17;1C;13760,2;1007,8;552,1;1;7166;0,30142338822216;0,078704995813564;0,0161875523304493;0,0545632151828077;0,233333333333333;0,133333333333333;0,0333333333333333;0,0666666666666667;282;192;939;1421;0,0833333333333333;0,142857142857143;0;0;0;0
18;24A;13660,2;1008,01960726351;547,980719428445;0;7214;0,345993900748544;0,122678125866371;0,0723593013584696;0,0647352370390907;0,133333333333333;0,166666666666667;0,1;0,0666666666666667;500;256;3367;2229;0,111111111111111;0;0,2;0,111111111111111;0,25;0
19;10B;14043,7;1002,5;550,1;1;7446;0,788879935535858;0,0682245500940102;0;0,0173247381144239;0,666666666666667;0,121212121212121;0;0,0303030303030303;247;120;NA;3611;0;0;0;0;0;0
20;19B;12859,5;1008,01960726351;547,980719428445;0;7389;0,417783191230207;0;0,059141967789958;0,0898633103261605;0,321428571428571;0;0,0714285714285714;0,142857142857143;331;NA;2008;2229;0,111111111111111;0,111111111111111;NA;0,111111111111111;0,111111111111111;NA
21;18B;12492,6;1021,12027027027;527,445945945946;1;7937;0,200453571878544;0,169333501322918;0,214060728234849;0,117046743101928;0,0869565217391304;0,260869565217391;0,217391304347826;0,173913043478261;1764;210;950;2492;0,125;0;0,166666666666667;0,125;0,5;0
22;13C;13143,1;1005,1;527,5;1;7726;0,212787988609889;0,0168263008024851;0,192078695314522;0,115066010872379;0,125;0,03125;0,28125;0,15625;197;35;1560;2192;0,2;0,25;0;0;0;0
23;5A;13560,1;1008,9;531,2;1;7825;0,365239616613419;0,00600638977635783;0,0454952076677316;0,11258785942492;0,193548387096774;0,032258064516129;0,0645161290322581;0,0967741935483871;205;3742;2585;2980;0;0;0;0;0;0
24;22D;12692,7;1010,7;533,8;1;7056;0,343253968253968;0,0375566893424036;0,0408163265306122;0,114654195011338;0,266666666666667;0,0666666666666667;0,0333333333333333;0,0666666666666667;204;133;1868;2602;0,0909090909090909;0,125;0;0,0909090909090909;0;0,333333333333333
25;16D;13143,1;1008,01960726351;547,980719428445;0;6524;0,403280196198651;0,0993255671367259;0,0743408951563458;0,159871244635193;0,32258064516129;0,161290322580645;0,0967741935483871;0,129032258064516;228;130;1176;917;0;0;0;0,0666666666666667;0,1;0
26;11D;0;1002,5;523,3;1;8034;0,0283793876026886;0,445481702763256;0,0771720189195917;0,0806572068707991;0,032258064516129;0,32258064516129;0,129032258064516;0,129032258064516;8441;290;1619;3215;0,1;0;0,111111111111111;0;0;0
