trial;pic;iti;blx;bly;blok;cleantime;fix.face;fix.body;fix.gaze;fix.nongaze;fixn.face;fixn.body;fixn.gaze;fixn.nongaze;fixlat.face;fixlat.body;fixlat.gaze;fixlat.nongaze;sac.pgaze;sac.fgaze;sac.bgaze;sac.pnongaze;sac.fnongaze;sac.bnongaze
1;15A;12826,2;962,3;586,4;1;8406;0,156435879133952;0,0481798715203426;0,16607185343802;0,332857482750416;0,148148148148148;0,0740740740740741;0,185185185185185;0,296296296296296;285;1816;852;1129;0,166666666666667;0,25;0;0,333333333333333;0,25;0,5
2;17A;13243,1;970,925684931507;560,341438356164;1;8152;0,161800785083415;0,0171736997055937;0,187806673209028;0,354268891069676;0,181818181818182;0,0303030303030303;0,151515151515152;0,272727272727273;279;4640;567;1101;0;0;0;0,142857142857143;0,166666666666667;0
3;22B;13977,1;965,8;546;1;9040;0,711172566371681;0,0627212389380531;0,0588495575221239;0,134845132743363;0,588235294117647;0,0588235294117647;0,117647058823529;0,117647058823529;249;8675;453;951;0,2;0,222222222222222;0;0,1;0;1
4;5C;12209;958;561,3;1;8795;0,242524161455372;0,0347924957362138;0,108811824900512;0,241614553723707;0,16;0,08;0,16;0,24;1075;221;417;1465;0,142857142857143;0;0,333333333333333;0,285714285714286;0,5;0
5;25D;12292,5;958,6;579,2;1;8998;0,680262280506779;0,0912424983329629;0,155590131140253;0,0531229162036008;0,470588235294118;0,117647058823529;0,235294117647059;0,117647058823529;213;3351;433;1562;0,2;0,25;0;0,1;0,125;0
6;3A;12542,6;965,7;570,3;1;8800;0,105909090909091;0,0302272727272727;0,221363636363636;0,308636363636364;0,111111111111111;0,0740740740740741;0,148148148148148;0,222222222222222;260;5995;964;2625;0;0;0;0;0;0
7;12B;12559,3;976,450170648464;542,207508532423;1;9022;0,086898692086012;0;0;0,511194857016183;0,166666666666667;0;0;0,444444444444444;268;NA;NA;774;0;0;NA;0;0;NA
8;11B;12659,4;947,8;593,5;1;8688;0,152509208103131;0,386279926335175;0;0,242058011049724;0,238095238095238;0,238095238095238;0;0,19047619047619;294;223;NA;1017;0;0;0;0,222222222222222;0;0,333333333333333
9;8C;14027,1;974;605,4;1;9197;0,163422855278895;0,132543220615418;0,307056648907252;0,396977275198434;0,363636363636364;0,272727272727273;0,181818181818182;0,181818181818182;303;6182;690;3620;0,125;0,25;0;0,125;0;0,25
10;16A;12892,9;946,1;587,9;1;8268;0,217827769714562;0,0423318819545235;0,270561199806483;0,419811320754717;0,205882352941176;0,0588235294117647;0,294117647058824;0,382352941176471;303;7575;596;1876;0,2;0,285714285714286;0;0,1;0,142857142857143;0
11;18D;14093,8;961;576;1;8912;0,0702423698384201;0,0145870736086176;0,311938958707361;0,583931777378815;0,08;0,04;0,36;0,48;1001;852;295;559;0,333333333333333;0,5;0;0;0;0
