trial;pic;iti
1;12A;12359,1
2;16B;13009,7
3;1B;12609,3
4;10D;12359,2
5;20C;13093
6;18D;13243,2
7;7A;12742,8
8;19D;13159,8
9;8C;14093,7
10;3A;12325,9
11;21B;12692,7
12;9A;13143,1
13;11C;12609,4
14;17B;13526,7
15;23A;12292,4
16;6C;13977,1
17;22B;12475,9
18;2A;14027,1
19;5C;13409,9
20;13A;12459,3
21;26D;13393,2
22;4A;13393,3
23;25B;12993
24;24C;13510
25;14D;12709,4
26;15D;0
