trial;pic;iti
1;10C;12475,9
2;1A;13760,2
3;7C;12976,3
4;23C;13359,9
5;2A;12175,7
6;16C;12159,1
7;13C;13993,7
8;18D;13326,5
9;9B;13977,1
10;4D;12409,2
11;26D;13309,9
12;20A;12409,2
13;19C;12425,9
14;21D;13810,2
15;22B;14110,5
16;15B;13927
17;5C;12592,7
18;6D;13543,3
19;11C;13510,1
20;25D;13126,4
21;24A;12259,1
22;3C;12626
23;8D;12809,5
24;17D;12309,2
25;12D;13476,6
26;14B;0
